Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),61.32,0.00,97.25,,,,,,67.36,,69.79,70.90,72.77,11.28
Active Decode Throughput Per User (tokens/sec/user),22.75,0.00,46.29,,,,,,22.70,,23.73,24.26,24.67,0.75
Active Prefill Throughput (tokens/sec),257.47,91.36,317.19,,,,,,317.19,,317.19,317.19,317.19,99.48
Active Prefill Throughput Per User (tokens/sec/user),101.96,91.36,131.13,,,,,,105.73,,105.73,105.73,105.73,6.35
Active Total Throughput (tokens/sec),66.48,22.84,317.19,,,,,,68.17,,68.17,68.17,317.19,36.08
Credit-to-Start Latency (ms),1.52,1.39,1.71,4.57,1.39,1.40,1.40,1.43,1.46,1.59,1.66,1.69,1.71,0.14
Decode Duration (ms),6773.95,5436.24,7485.37,20321.84,5475.52,5632.64,5829.04,6418.24,7400.23,7442.80,7468.34,7476.86,7483.67,946.54
E2E Output Token Throughput (tokens/sec/user),22.36,22.25,22.42,67.09,22.25,22.27,22.28,22.33,22.42,22.42,22.42,22.42,22.42,0.08
Effective Concurrency,2.71,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.49
Effective Decode Concurrency,2.65,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.61
Effective Decode Throughput (tokens/sec),60.20,0.00,97.25,,,,,,67.34,,69.79,70.90,72.77,13.87
Effective Decode Throughput Per User (tokens/sec/user),22.33,0.00,46.29,,,,,,22.68,,23.73,24.26,24.67,3.14
Effective Latency (CO-aware) (ms),6929.01,5574.90,7673.16,20787.03,5614.18,5771.31,5967.71,6556.93,7538.97,7606.06,7646.32,7659.74,7670.47,959.06
Effective Prefill Concurrency,0.06,0.00,3.00,,,,,,0.00,,0.00,0.00,3.00,0.40
Effective Prefill Throughput (tokens/sec),6.25,0.00,317.19,,,,,,0.00,,0.00,0.00,317.19,42.56
Effective Prefill Throughput Per User (tokens/sec/user),2.48,0.00,131.13,,,,,,0.00,,0.00,0.00,105.73,15.73
Effective Total Throughput (tokens/sec),66.45,0.00,317.19,,,,,,68.17,,68.17,68.17,317.19,36.10
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,154.67,124.00,171.00,464.00,124.90,128.50,133.00,146.50,169.00,170.00,170.60,170.80,170.96,21.70
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.28,1.25,1.35,3.85,1.25,1.25,1.25,1.25,1.25,1.30,1.33,1.34,1.35,0.05
HTTP Connection Overhead (ms),1.81,1.77,1.86,5.42,1.77,1.77,1.77,1.78,1.79,1.83,1.84,1.85,1.86,0.04
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),39.70,31.90,43.86,119.11,32.13,33.05,34.19,37.62,43.35,43.60,43.76,43.81,43.85,5.52
HTTP Data Sent (KB),0.22,0.21,0.23,0.66,0.21,0.21,0.21,0.22,0.23,0.23,0.23,0.23,0.23,0.01
HTTP DNS Lookup (ms),0.52,0.51,0.54,1.57,0.51,0.51,0.51,0.51,0.52,0.53,0.54,0.54,0.54,0.02
HTTP Duration (excl. conn) (ms),6927.20,5573.23,7671.14,20781.59,5612.51,5769.63,5966.03,6555.22,7537.22,7604.18,7644.36,7657.75,7668.46,958.96
HTTP Receiving (ms),6773.99,5436.29,7485.41,20321.98,5475.57,5632.69,5829.09,6418.28,7400.27,7442.84,7468.38,7476.90,7483.71,946.54
HTTP Sending (ms),1.88,1.84,1.95,5.63,1.84,1.84,1.84,1.84,1.84,1.89,1.93,1.94,1.95,0.05
HTTP Total Time (ms),6929.00,5575.00,7673.00,20787.01,5614.28,5771.40,5967.80,6557.00,7539.01,7606.01,7646.20,7659.60,7670.32,958.99
HTTP Waiting (TTFB) (ms),151.33,135.10,183.78,453.99,135.10,135.10,135.10,135.10,135.10,159.44,174.05,178.92,182.81,22.95
Input Sequence Length (tokens),16.00,13.00,18.00,48.00,13.08,13.40,13.80,15.00,17.00,17.50,17.80,17.90,17.98,2.16
Inter Chunk Latency (ms),44.08,40.50,49.11,20321.84,40.69,41.48,42.31,43.42,44.15,44.72,45.58,46.22,47.87,1.39
Inter Token Latency (ms),44.01,43.77,44.20,132.02,43.78,43.80,43.83,43.91,44.05,44.12,44.17,44.18,44.19,0.18
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),155.00,124.00,172.00,465.00,124.90,128.50,133.00,146.50,169.00,170.50,171.40,171.70,171.94,21.95
Output Token Count (tokens),155.00,124.00,172.00,465.00,124.90,128.50,133.00,146.50,169.00,170.50,171.40,171.70,171.94,21.95
Output Token Throughput Per User (tokens/sec/user),22.72,22.63,22.84,68.17,22.63,22.63,22.64,22.66,22.70,22.77,22.82,22.83,22.84,0.09
Prefill Throughput Per User (tokens/sec/user),105.73,91.36,131.13,317.19,91.43,91.70,92.03,93.03,94.70,112.91,123.84,127.48,130.40,18.01
Request Latency (ms),6927.49,5573.51,7671.44,20782.46,5612.79,5769.91,5966.31,6555.51,7537.50,7604.47,7644.66,7658.05,7668.77,958.96
Time to First Output Token (ms),153.54,137.27,186.07,460.62,137.27,137.27,137.27,137.27,137.27,161.67,176.31,181.19,185.10,23.01
Time to First Token (ms),153.54,137.27,186.07,460.62,137.27,137.27,137.27,137.27,137.27,161.67,176.31,181.19,185.10,23.01
Time to Second Token (ms),47.18,43.35,49.11,141.55,43.46,43.92,44.50,46.22,49.09,49.10,49.11,49.11,49.11,2.71
Tokens In Flight (tokens),252.02,0.00,419.72,,,,,,281.73,,365.98,392.66,413.71,102.50

Metric,Value
Benchmark Duration (sec),7.67
Input Token Throughput (tokens/sec),6.25
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),60.59
Request Count,3.00
Request Throughput (requests/sec),0.39
Total Input Sequence Length (tokens),48.00
Total Output Sequence Length (tokens),465.00
Total Output Tokens (tokens),465.00
Total Token Throughput (tokens/sec),66.84
