Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),156.64,0.00,320.85,,,,,,160.57,,202.62,212.41,239.69,35.57
Active Decode Throughput Per User (tokens/sec/user),83.30,0.00,228.70,,,,,,80.70,,109.62,118.96,126.91,16.34
Active Prefill Throughput (tokens/sec),258.76,70.72,318.82,,,,,,318.82,,318.82,318.82,318.82,81.93
Active Prefill Throughput Per User (tokens/sec/user),94.89,70.72,124.05,,,,,,106.27,,106.27,106.27,106.27,15.60
Active Total Throughput (tokens/sec),161.89,76.46,318.82,,,,,,159.17,,233.56,233.56,318.82,50.60
Credit-to-Start Latency (ms),1.77,1.56,1.89,5.31,1.57,1.59,1.62,1.71,1.85,1.87,1.88,1.89,1.89,0.15
Decode Duration (ms),3248.04,860.32,4901.38,9744.12,922.76,1172.53,1484.74,2421.37,3982.42,4441.90,4717.58,4809.48,4883.00,1729.55
E2E Output Token Throughput (tokens/sec/user),72.62,63.11,83.41,217.85,63.27,63.93,64.75,67.22,71.34,77.37,80.99,82.20,83.17,8.34
Effective Concurrency,2.01,0.00,3.00,,,,,,2.00,,3.00,3.00,3.00,0.63
Effective Decode Concurrency,1.92,0.00,3.00,,,,,,2.00,,3.00,3.00,3.00,0.68
Effective Decode Throughput (tokens/sec),153.05,0.00,320.85,,,,,,159.16,,202.62,212.41,239.69,42.26
Effective Decode Throughput Per User (tokens/sec/user),81.39,0.00,228.70,,,,,,80.31,,109.62,118.90,126.91,20.40
Effective Latency (CO-aware) (ms),3399.94,1031.85,5072.97,10199.83,1093.12,1338.17,1644.49,2563.43,4095.01,4583.99,4877.38,4975.17,5053.41,1721.43
Effective Prefill Concurrency,0.09,0.00,3.00,,,,,,0.00,,0.00,0.00,3.00,0.48
Effective Prefill Throughput (tokens/sec),8.67,0.00,318.82,,,,,,0.00,,0.00,0.00,318.82,48.91
Effective Prefill Throughput Per User (tokens/sec/user),3.18,0.00,124.05,,,,,,0.00,,0.00,0.00,106.27,17.31
Effective Total Throughput (tokens/sec),161.71,0.00,318.82,,,,,,159.17,,233.56,233.56,318.82,50.85
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,87.00,20.00,137.00,261.00,21.68,28.40,36.80,62.00,104.00,120.50,130.40,133.70,136.34,49.25
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.98,0.79,1.11,2.93,0.80,0.82,0.84,0.91,1.02,1.07,1.10,1.11,1.11,0.13
HTTP Connection Overhead (ms),1.44,1.16,1.76,4.31,1.17,1.18,1.21,1.27,1.38,1.57,1.69,1.72,1.75,0.25
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),25.18,6.13,39.29,75.54,6.61,8.53,10.93,18.12,30.11,34.70,37.46,38.37,39.11,13.98
HTTP Data Sent (KB),0.24,0.22,0.26,0.71,0.22,0.22,0.22,0.22,0.22,0.24,0.25,0.26,0.26,0.02
HTTP DNS Lookup (ms),0.46,0.36,0.65,1.37,0.36,0.36,0.36,0.36,0.37,0.51,0.59,0.62,0.64,0.13
HTTP Duration (excl. conn) (ms),3397.97,1029.75,5071.22,10193.90,1091.01,1336.07,1642.39,2561.34,4092.93,4582.08,4875.56,4973.39,5051.65,1721.55
HTTP Receiving (ms),3248.13,860.39,4901.47,9744.38,922.83,1172.60,1484.82,2421.46,3982.52,4442.00,4717.68,4809.57,4883.09,1729.56
HTTP Sending (ms),1.41,1.17,1.55,4.22,1.18,1.20,1.24,1.34,1.51,1.53,1.54,1.54,1.55,0.17
HTTP Total Time (ms),3399.40,1031.13,5072.98,10198.21,1092.39,1337.43,1643.73,2562.61,4094.09,4583.54,4877.20,4975.09,5053.40,1721.64
HTTP Waiting (TTFB) (ms),148.43,109.24,168.24,445.30,110.41,115.10,120.96,138.53,167.81,168.03,168.16,168.20,168.23,27.71
Input Sequence Length (tokens),14.67,12.00,19.00,44.00,12.02,12.10,12.20,12.50,13.00,16.00,17.80,18.40,18.88,3.09
Inter Chunk Latency (ms),37.77,22.60,59.00,9744.12,24.54,26.80,29.36,34.64,37.20,40.47,45.94,50.98,54.44,6.30
Inter Token Latency (ms),12.91,11.61,13.69,38.74,11.65,11.80,11.98,12.53,13.44,13.56,13.64,13.66,13.68,0.92
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),260.00,65.00,423.00,780.00,69.54,87.70,110.40,178.50,292.00,357.50,396.80,409.90,420.38,147.89
Output Token Throughput Per User (tokens/sec/user),77.85,73.07,86.10,233.56,73.10,73.20,73.34,73.73,74.39,80.24,83.76,84.93,85.86,5.85
Prefill Throughput Per User (tokens/sec/user),106.27,70.72,171.64,318.82,70.83,71.29,71.87,73.59,76.46,124.05,152.61,162.12,169.74,46.28
Reasoning Token Count (tokens),260.00,65.00,423.00,780.00,69.54,87.70,110.40,178.50,292.00,357.50,396.80,409.90,420.38,147.89
Request Latency (ms),3398.18,1030.00,5071.41,10194.53,1091.27,1336.32,1642.63,2561.56,4093.12,4582.26,4875.75,4973.58,5051.84,1721.52
Time to First Token (ms),150.14,110.69,170.03,450.41,111.87,116.59,122.49,140.19,169.68,169.86,169.96,170.00,170.02,27.89
Time to Second Token (ms),45.15,38.21,59.00,135.44,38.21,38.21,38.21,38.22,38.23,48.61,54.84,56.92,58.58,9.79
Tokens In Flight (tokens),334.74,0.00,641.50,,,,,,351.02,,558.51,600.00,629.64,157.94

Metric,Value
Benchmark Duration (sec),5.07
Good Request Count,3.00
GoodRequestFraction (ratio),1.00
Goodput (requests/sec),0.59
Input Token Throughput (tokens/sec),8.67
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),153.64
Request Count,3.00
Request Throughput (requests/sec),0.59
Total Input Sequence Length (tokens),44.00
Total Output Sequence Length (tokens),780.00
Total Reasoning Tokens (tokens),780.00
Total Token Throughput (tokens/sec),162.30
