Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),128.51,0.00,304.76,,,,,,138.24,,171.78,179.13,194.47,43.90
Active Decode Throughput Per User (tokens/sec/user),68.57,0.00,263.50,,,,,,70.08,,86.31,90.32,100.50,17.71
Active Prefill Throughput (tokens/sec),1263.92,49.10,3563.67,,,,,,1091.20,,2609.15,3418.32,3563.67,997.71
Active Prefill Throughput Per User (tokens/sec/user),1220.44,49.10,3418.32,,,,,,1091.20,,2410.98,3235.48,3418.32,936.05
Active Total Throughput (tokens/sec),357.87,60.35,3563.67,,,,,,143.76,,1113.47,1943.84,3299.16,624.76
Credit-to-Start Latency (ms),1.24,0.52,2.12,61.91,0.53,0.73,0.86,1.00,1.17,1.49,1.77,1.82,2.05,0.36
Decode Duration (ms),1826.04,294.01,3692.77,91301.88,537.64,887.76,1042.73,1464.51,1725.80,2226.04,2780.86,2884.53,3557.30,671.21
E2E Output Token Throughput (tokens/sec/user),64.70,54.32,75.16,3235.17,55.27,56.90,58.82,60.78,63.73,68.97,72.15,73.74,75.07,5.27
Effective Concurrency,1.99,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.08
Effective Decode Concurrency,1.80,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.41
Effective Decode Throughput (tokens/sec),127.65,0.00,304.76,,,,,,137.98,,171.68,178.95,194.47,44.98
Effective Decode Throughput Per User (tokens/sec/user),68.12,0.00,263.50,,,,,,69.93,,86.27,90.30,100.50,18.51
Effective Latency (CO-aware) (ms),2019.15,471.60,3862.51,100957.47,682.97,1050.27,1233.92,1678.59,1948.58,2407.18,2947.23,3104.25,3731.10,667.39
Effective Prefill Concurrency,0.19,0.00,2.00,,,,,,0.00,,1.00,1.00,1.00,0.41
Effective Prefill Throughput (tokens/sec),230.18,0.00,3563.67,,,,,,0.00,,1042.25,1882.29,3235.48,647.48
Effective Prefill Throughput Per User (tokens/sec/user),222.26,0.00,3418.32,,,,,,0.00,,1042.25,1781.83,3235.48,617.59
Effective Total Throughput (tokens/sec),357.83,0.00,3563.67,,,,,,143.76,,1113.47,1943.84,3299.16,624.74
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,45.22,9.00,88.00,2261.00,14.39,23.80,26.00,37.00,43.00,55.50,63.40,70.75,88.00,15.95
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
