Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),30.04,0.00,24386.08,,,,,,29.69,,32.41,32.86,33.59,21.90
Active Decode Throughput Per User (tokens/sec/user),30.04,0.00,24386.08,,,,,,29.69,,32.41,32.86,33.59,21.90
Active Prefill Throughput (tokens/sec),4065.65,64.53,12025.64,,,,,,3480.17,,9607.38,9958.03,12025.64,2893.26
Active Prefill Throughput Per User (tokens/sec/user),4065.65,64.53,12025.64,,,,,,3480.17,,9607.38,9958.03,12025.64,2893.26
Active Total Throughput (tokens/sec),93.61,28.08,12025.64,,,,,,30.05,,31.79,32.25,3271.61,619.99
Credit-to-Start Latency (ms),1.46,0.40,3.07,73.21,0.53,0.73,0.86,0.98,1.35,1.92,2.32,2.36,2.96,0.60
Decode Duration (ms),17274.57,3832.93,33078.83,863728.28,5007.98,8259.78,10080.58,13631.87,17580.78,20516.74,22721.59,26119.20,30099.68,5491.15
E2E Output Token Throughput (tokens/sec/user),29.54,25.50,32.20,1477.16,26.16,27.80,28.05,28.59,29.43,30.65,31.28,31.60,32.05,1.40
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.98,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.13
Effective Decode Throughput (tokens/sec),29.56,0.00,24386.08,,,,,,29.66,,32.40,32.85,33.58,22.05
Effective Decode Throughput Per User (tokens/sec/user),29.56,0.00,24386.08,,,,,,29.66,,32.40,32.85,33.58,22.05
Effective Latency (CO-aware) (ms),17552.52,4473.67,33168.70,877625.85,5438.55,8521.12,10380.91,13893.01,17802.25,20651.78,22927.02,26396.86,30345.33,5465.50
Effective Prefill Concurrency,0.02,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.12
Effective Prefill Throughput (tokens/sec),64.03,0.00,12025.64,,,,,,0.00,,0.00,0.00,3271.61,622.96
Effective Prefill Throughput Per User (tokens/sec/user),64.03,0.00,12025.64,,,,,,0.00,,0.00,0.00,3271.61,622.96
Effective Total Throughput (tokens/sec),93.59,0.00,12025.64,,,,,,30.05,,31.79,32.25,3271.61,619.93
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,519.70,114.00,994.00,25985.00,153.69,253.20,301.00,416.25,510.50,632.25,687.70,778.40,902.37,165.97
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),130.49,28.91,249.44,6524.66,38.85,63.77,75.65,104.63,128.19,158.37,172.51,195.24,226.44,41.53
HTTP Data Sent (KB),5.07,0.14,21.94,253.33,0.14,0.15,0.16,0.19,3.37,8.15,12.00,15.01,20.33,5.22
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),17550.99,4471.25,33167.40,877549.59,5436.96,8519.14,10379.55,13890.57,17801.24,20650.43,22925.08,26395.71,30343.49,5465.52
HTTP Receiving (ms),17274.58,3832.95,33078.84,863728.89,5008.00,8259.80,10080.60,13631.87,17580.80,20516.75,22721.60,26119.22,30099.69,5491.15
HTTP Sending (ms),0.12,0.09,0.17,6.15,0.09,0.09,0.09,0.09,0.13,0.15,0.15,0.16,0.16,0.03
HTTP Total Time (ms),17550.99,4471.25,33167.40,877549.59,5436.96,8519.14,10379.55,13890.57,17801.24,20650.43,22925.08,26395.71,30343.49,5465.52
HTTP Waiting (TTFB) (ms),276.29,88.46,871.46,13814.55,88.73,89.94,92.58,97.94,262.17,381.19,500.31,633.32,769.75,177.00
Input Sequence Length (tokens),1124.10,6.00,4758.00,56205.00,6.49,8.45,9.90,15.25,753.50,1835.50,2621.50,3262.95,4405.20,1156.21
Inter Chunk Latency (ms),33.30,0.00,232.81,863728.28,29.45,30.36,30.77,31.85,33.58,34.73,35.51,36.00,37.23,3.31
Inter Token Latency (ms),33.33,30.96,35.61,1666.59,30.98,31.28,31.58,32.14,33.26,34.65,35.09,35.30,35.53,1.38
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),519.88,114.00,995.00,25994.00,153.69,253.20,301.10,416.25,510.50,632.25,687.70,778.85,902.88,166.00
Output Token Count (tokens),519.88,114.00,995.00,25994.00,153.69,253.20,301.10,416.25,510.50,632.25,687.70,778.85,902.88,166.00
Output Token Throughput Per User (tokens/sec/user),30.05,28.08,32.30,1502.65,28.14,28.33,28.50,28.86,30.07,31.12,31.66,31.97,32.27,1.25
Prefill Throughput Per User (tokens/sec/user),3243.05,64.53,12025.64,162152.40,69.54,91.89,108.62,160.12,2690.79,3843.85,8577.82,9800.24,11997.35,3151.94
Request Latency (ms),17551.05,4471.32,33167.45,877552.64,5437.02,8519.20,10379.62,13890.64,17801.28,20650.49,22925.14,26395.77,30343.55,5465.52
Time to First Output Token (ms),276.49,88.62,871.63,13824.36,88.92,90.12,92.75,98.13,262.41,381.42,500.52,633.51,769.91,177.00
Time to First Token (ms),276.49,88.62,871.63,13824.36,88.92,90.12,92.75,98.13,262.41,381.42,500.52,633.51,769.91,177.00
Time to Second Token (ms),33.40,26.71,37.19,1670.21,27.41,29.59,30.73,32.67,33.82,34.53,35.62,36.06,37.14,2.02
Tokens In Flight (tokens),1375.59,0.00,5004.00,,,,,,1128.00,,2958.00,3632.34,4730.00,1115.63

Metric,Value
Benchmark Duration (sec),877.73
Input Token Throughput (tokens/sec),64.03
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),29.61
Request Count,50.00
Request Throughput (requests/sec),0.06
Total Input Sequence Length (tokens),56205.00
Total Output Sequence Length (tokens),25994.00
