Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),67.54,0.00,157.82,,,,,,65.82,,79.59,80.67,83.91,7.74
Active Decode Throughput Per User (tokens/sec/user),67.54,0.00,157.82,,,,,,65.82,,79.59,80.67,83.91,7.74
Active Prefill Throughput (tokens/sec),1658.86,157.99,2232.93,,,,,,2027.75,,2232.93,2232.93,2232.93,857.63
Active Prefill Throughput Per User (tokens/sec/user),1658.86,157.99,2232.93,,,,,,2027.75,,2232.93,2232.93,2232.93,857.63
Active Total Throughput (tokens/sec),147.50,67.02,2232.93,,,,,,67.60,,68.66,157.99,2232.93,397.25
Credit-to-Start Latency (ms),0.97,0.52,1.68,2.92,0.52,0.54,0.56,0.62,0.72,1.20,1.49,1.59,1.66,0.51
Decode Duration (ms),1796.48,1063.23,2506.56,5389.44,1078.36,1138.87,1214.51,1441.44,1819.66,2163.11,2369.18,2437.87,2492.82,589.46
E2E Output Token Throughput (tokens/sec/user),64.48,63.87,65.60,193.43,63.87,63.88,63.89,63.92,63.96,64.78,65.27,65.44,65.57,0.80
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.04
Effective Decode Concurrency,0.95,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.22
Effective Decode Throughput (tokens/sec),64.07,0.00,157.82,,,,,,65.47,,79.53,80.67,82.98,16.71
Effective Decode Throughput Per User (tokens/sec/user),64.07,0.00,157.82,,,,,,65.47,,79.53,80.67,82.98,16.71
Effective Latency (CO-aware) (ms),1892.50,1157.65,2577.87,5677.50,1173.33,1236.08,1314.51,1549.82,1941.99,2259.93,2450.69,2514.28,2565.15,580.86
Effective Prefill Concurrency,0.05,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.22
Effective Prefill Throughput (tokens/sec),83.25,0.00,2232.93,,,,,,0.00,,0.00,157.99,2232.93,409.98
Effective Prefill Throughput Per User (tokens/sec/user),83.25,0.00,2232.93,,,,,,0.00,,0.00,157.99,2232.93,409.98
Effective Total Throughput (tokens/sec),147.32,0.00,2232.93,,,,,,67.60,,68.66,157.99,2232.93,397.04
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,122.33,74.00,169.00,367.00,75.00,79.00,84.00,99.00,124.00,146.50,160.00,164.50,168.10,38.80
