Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),184.75,55.84,306.74,,,,,,198.54,,217.89,224.67,244.95,41.20
Active Decode Throughput Per User (tokens/sec/user),75.31,40.01,225.33,,,,,,70.50,,91.22,110.20,115.41,15.96
Active Prefill Throughput (tokens/sec),268.56,81.19,326.49,,,,,,326.49,,326.49,326.49,326.49,80.55
Active Prefill Throughput Per User (tokens/sec/user),98.46,78.16,170.17,,,,,,108.83,,108.83,108.83,108.83,14.57
Active Total Throughput (tokens/sec),194.44,74.26,326.49,,,,,,217.27,,217.27,224.81,326.49,54.20
Credit-to-Start Latency (ms),1.57,1.36,1.90,4.70,1.37,1.37,1.38,1.40,1.43,1.67,1.81,1.86,1.89,0.24
Decode Duration (ms),1960.02,1591.23,2262.28,5880.07,1599.94,1634.76,1678.30,1808.90,2026.56,2144.42,2215.14,2238.71,2257.57,277.97
E2E Output Token Throughput (tokens/sec/user),68.04,64.82,69.78,204.11,64.91,65.29,65.76,67.17,69.51,69.64,69.72,69.75,69.77,2.28
Effective Concurrency,2.60,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.67
Effective Decode Concurrency,2.42,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.87
Effective Decode Throughput (tokens/sec),176.39,0.00,306.74,,,,,,197.76,,214.58,223.83,244.95,55.64
Effective Decode Throughput Per User (tokens/sec/user),71.90,0.00,225.33,,,,,,69.86,,91.22,109.92,115.41,22.10
Effective Latency (CO-aware) (ms),2103.47,1698.37,2423.93,6310.40,1708.16,1747.34,1796.32,1943.24,2188.10,2306.02,2376.76,2400.35,2419.21,302.19
Effective Prefill Concurrency,0.18,0.00,3.00,,,,,,0.00,,0.00,2.00,3.00,0.67
Effective Prefill Throughput (tokens/sec),17.72,0.00,326.49,,,,,,0.00,,0.00,156.31,326.49,69.81
Effective Prefill Throughput Per User (tokens/sec/user),6.50,0.00,170.17,,,,,,0.00,,0.00,78.16,108.83,24.73
