Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),136.59,0.00,210.86,,,,,,152.60,,170.67,173.75,182.41,40.91
Active Decode Throughput Per User (tokens/sec/user),18.73,0.00,43.16,,,,,,19.73,,21.47,21.86,22.81,3.45
Active Prefill Throughput (tokens/sec),1060.93,31.61,2273.92,,,,,,860.03,,2169.13,2186.45,2273.92,770.24
Active Prefill Throughput Per User (tokens/sec/user),971.44,29.55,2186.45,,,,,,860.03,,2023.52,2169.13,2186.45,712.54
Active Total Throughput (tokens/sec),339.59,19.93,2377.42,,,,,,155.37,,977.06,1982.58,2313.62,533.28
Credit-to-Start Latency (ms),1.22,0.40,3.20,61.17,0.46,0.58,0.64,0.90,1.07,1.43,1.69,2.61,2.92,0.56
Decode Duration (ms),6783.82,1700.00,12907.00,339191.00,2085.35,3274.82,4151.52,5487.75,6882.56,8144.36,9465.62,10305.19,11770.37,2178.02
E2E Output Token Throughput (tokens/sec/user),18.30,14.11,19.86,915.03,15.21,16.43,16.55,17.38,18.49,19.26,19.67,19.76,19.86,1.24
Effective Concurrency,7.49,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.55
Effective Decode Concurrency,7.24,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.64
Effective Decode Throughput (tokens/sec),135.95,0.00,210.86,,,,,,152.52,,170.67,173.75,182.41,41.86
Effective Decode Throughput Per User (tokens/sec/user),18.64,0.00,43.16,,,,,,19.72,,21.47,21.86,22.81,3.67
Effective Latency (CO-aware) (ms),7017.49,2056.26,13073.67,350874.62,2353.38,3560.87,4341.93,5696.54,7134.26,8362.16,9765.19,10505.92,11979.56,2168.41
Effective Prefill Concurrency,0.25,0.00,8.00,,,,,,0.00,,1.00,1.00,2.00,0.73
Effective Prefill Throughput (tokens/sec),203.62,0.00,2273.92,,,,,,0.00,,839.67,1863.65,2186.45,537.05
Effective Prefill Throughput Per User (tokens/sec/user),186.44,0.00,2186.45,,,,,,0.00,,839.67,1566.13,2169.13,493.76
Effective Total Throughput (tokens/sec),339.57,0.00,2377.42,,,,,,155.37,,977.06,1982.58,2313.62,533.27
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,128.36,29.00,249.00,6418.00,38.80,69.60,83.20,104.00,125.00,154.25,170.70,195.10,225.97,40.26
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.12,0.00,1.43,5.76,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.11,1.30,0.35
HTTP Connection Overhead (ms),0.17,0.00,2.09,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.14,1.61,1.92,0.51
HTTP Connection Reused (ratio),0.90,0.00,1.00,45.00,0.00,0.00,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),33.01,7.73,63.71,1650.41,10.22,18.08,21.52,26.85,32.15,39.54,43.78,49.98,57.85,10.24
HTTP Data Sent (KB),1.02,0.15,3.41,50.85,0.15,0.15,0.16,0.18,0.75,1.49,2.52,2.87,3.24,0.94
HTTP DNS Lookup (ms),0.05,0.00,0.66,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.55,0.63,0.17
HTTP Duration (excl. conn) (ms),7016.16,2055.08,13071.99,350807.97,2352.28,3559.41,4340.85,5695.01,7132.85,8360.73,9764.01,10504.60,11977.10,2168.26
HTTP Receiving (ms),6783.83,1700.06,12907.00,339191.61,2085.38,3274.86,4151.53,5487.76,6882.57,8144.36,9465.62,10305.20,11770.38,2178.02
HTTP Sending (ms),0.36,0.10,1.95,17.84,0.10,0.11,0.12,0.15,0.25,0.30,0.50,1.48,1.82,0.42
HTTP Total Time (ms),7016.33,2055.08,13071.99,350816.47,2352.28,3560.24,4340.85,5695.01,7133.90,8360.73,9764.01,10504.60,11977.10,2168.14
HTTP Waiting (TTFB) (ms),231.97,156.89,354.76,11598.53,157.30,159.87,163.41,187.24,222.78,280.42,306.65,317.11,354.13,52.61
Input Sequence Length (tokens),190.78,6.00,701.00,9539.00,6.49,7.45,8.90,11.25,134.00,305.25,506.60,580.55,652.49,198.38
Inter Chunk Latency (ms),53.26,42.22,192.30,339191.00,43.75,45.61,46.34,48.08,50.11,53.30,56.80,71.70,118.44,13.29
Inter Token Latency (ms),53.25,46.77,60.71,2662.33,47.12,48.21,48.93,50.58,52.12,56.01,58.54,59.18,60.13,3.59
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),128.38,29.00,249.00,6419.00,38.80,69.60,83.20,104.00,125.00,154.25,170.70,195.10,225.97,40.25
Output Token Count (tokens),128.38,29.00,249.00,6419.00,38.80,69.60,83.20,104.00,125.00,154.25,170.70,195.10,225.97,40.25
