Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),100.97,0.00,613.74,,,,,,116.43,,177.18,188.72,200.64,70.95
Active Decode Throughput Per User (tokens/sec/user),66.11,0.00,306.87,,,,,,77.03,,113.57,122.43,130.32,43.02
Active Prefill Throughput (tokens/sec),129.27,14.42,877.55,,,,,,14.42,,877.55,877.55,877.55,281.19
Active Prefill Throughput Per User (tokens/sec/user),124.08,14.42,877.55,,,,,,14.42,,877.55,877.55,877.55,281.57
Active Total Throughput (tokens/sec),139.98,50.18,927.73,,,,,,97.33,,147.51,147.51,927.73,162.01
Credit-to-Start Latency (ms),2.70,1.22,3.51,8.10,1.26,1.43,1.65,2.30,3.38,3.44,3.48,3.49,3.50,1.05
Decode Duration (ms),2176.89,1425.90,3347.84,6530.67,1432.52,1459.00,1492.11,1591.41,1756.92,2552.38,3029.66,3188.75,3316.02,838.94
E2E Output Token Throughput (tokens/sec/user),60.90,45.20,88.64,182.71,45.28,45.57,45.94,47.03,48.87,68.75,80.69,84.66,87.85,19.67
Effective Concurrency,1.74,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.44
Effective Decode Concurrency,1.39,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.54
Effective Decode Throughput (tokens/sec),98.46,0.00,613.74,,,,,,115.72,,177.18,188.72,200.64,71.80
Effective Decode Throughput Per User (tokens/sec/user),64.47,0.00,306.87,,,,,,75.18,,113.57,121.07,130.32,43.71
Effective Latency (CO-aware) (ms),2716.69,1941.61,3461.96,8150.07,1957.70,2022.10,2102.59,2344.05,2746.50,3104.23,3318.87,3390.41,3447.65,621.04
Effective Prefill Concurrency,0.34,0.00,2.00,,,,,,0.00,,1.00,1.00,2.00,0.52
Effective Prefill Throughput (tokens/sec),41.34,0.00,877.55,,,,,,0.00,,14.42,140.99,877.55,170.07
Effective Prefill Throughput Per User (tokens/sec/user),39.68,0.00,877.55,,,,,,0.00,,14.42,70.50,877.55,169.43
Effective Total Throughput (tokens/sec),139.80,0.00,927.73,,,,,,97.33,,147.51,147.51,927.73,161.99
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,49.67,38.00,56.00,149.00,38.34,39.70,41.40,46.50,55.00,55.50,55.80,55.90,55.98,8.26
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.57,0.00,0.86,1.72,0.02,0.09,0.17,0.43,0.86,0.86,0.86,0.86,0.86,0.40
HTTP Connection Overhead (ms),0.82,0.00,1.27,2.47,0.02,0.12,0.24,0.60,1.20,1.23,1.25,1.26,1.26,0.58
HTTP Connection Reused (ratio),0.33,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.80,0.90,0.98,0.47
HTTP Data Received (KB),14.65,11.32,16.46,43.95,11.42,11.80,12.29,13.75,16.17,16.32,16.40,16.43,16.46,2.36
HTTP Data Sent (KB),0.47,0.23,0.94,1.42,0.23,0.23,0.23,0.24,0.25,0.60,0.80,0.87,0.93,0.33
HTTP DNS Lookup (ms),0.25,0.00,0.41,0.75,0.01,0.03,0.07,0.17,0.34,0.38,0.40,0.40,0.41,0.18
HTTP Duration (excl. conn) (ms),2713.81,1940.22,3458.26,8141.42,1956.27,2020.49,2100.76,2341.58,2742.95,3100.60,3315.20,3386.73,3443.95,620.08
HTTP Receiving (ms),2176.94,1425.93,3347.96,6530.82,1432.55,1459.03,1492.13,1591.43,1756.94,2552.45,3029.75,3188.85,3316.14,838.99
HTTP Sending (ms),0.90,0.25,1.22,2.69,0.27,0.35,0.45,0.73,1.21,1.22,1.22,1.22,1.22,0.45
HTTP Total Time (ms),2714.63,1940.22,3459.52,8143.89,1956.29,2020.61,2101.00,2342.18,2744.15,3101.84,3316.45,3387.99,3445.22,620.61
HTTP Waiting (TTFB) (ms),535.97,109.08,1315.81,1607.91,110.56,116.48,123.87,146.05,183.02,749.41,1089.25,1202.53,1293.15,552.25
Input Sequence Length (tokens),64.67,14.00,161.00,194.00,14.10,14.50,15.00,16.50,19.00,90.00,132.60,146.80,158.16,68.15
Inter Chunk Latency (ms),44.73,10.44,1206.57,6530.67,15.99,24.70,26.66,32.07,36.27,42.53,44.59,45.50,80.30,96.88
Inter Token Latency (ms),13.93,10.27,19.93,41.79,10.30,10.41,10.54,10.93,11.59,15.76,18.26,19.09,19.76,4.27
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),155.00,124.00,172.00,465.00,124.90,128.50,133.00,146.50,169.00,170.50,171.40,171.70,171.94,21.95
Output Token Throughput Per User (tokens/sec/user),77.92,50.18,97.33,233.77,50.90,53.79,57.40,68.22,86.26,91.80,95.12,96.22,97.11,20.13
Prefill Throughput Per User (tokens/sec/user),339.51,14.42,877.55,1018.54,16.67,25.64,36.85,70.50,126.57,502.06,727.35,802.45,862.53,383.19
Reasoning Token Count (tokens),155.00,124.00,172.00,465.00,124.90,128.50,133.00,146.50,169.00,170.50,171.40,171.70,171.94,21.95
Request Latency (ms),2713.99,1940.39,3458.45,8141.96,1956.44,2020.66,2100.94,2341.75,2743.12,3100.79,3315.39,3386.92,3444.15,620.09
Time to First Token (ms),537.10,110.61,1317.22,1611.30,112.07,117.90,125.18,147.04,183.47,750.34,1090.47,1203.84,1294.54,552.43
Time to Second Token (ms),420.17,10.44,1206.57,1260.52,11.10,13.75,17.05,26.98,43.51,625.04,973.96,1090.26,1183.31,556.23
Tokens In Flight (tokens),175.64,0.00,385.42,,,,,,199.00,,323.22,341.88,372.98,115.39

Metric,Value
Benchmark Duration (sec),4.69
Input Token Throughput (tokens/sec),41.34
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),99.10
Request Count,3.00
Request Throughput (requests/sec),0.64
Total Input Sequence Length (tokens),194.00
Total Output Sequence Length (tokens),465.00
Total Reasoning Tokens (tokens),465.00
Total Token Throughput (tokens/sec),140.44
