Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),194.76,52.87,347.14,,,,,,199.27,,215.33,249.23,330.59,37.98
Active Decode Throughput Per User (tokens/sec/user),72.20,39.03,347.14,,,,,,67.37,,86.84,109.95,134.19,21.79
Active Prefill Throughput (tokens/sec),67.98,24.94,69.69,,,,,,69.69,,69.69,69.69,69.69,8.54
Active Prefill Throughput Per User (tokens/sec/user),23.31,22.37,25.34,,,,,,23.23,,23.23,23.23,25.34,0.41
Active Total Throughput (tokens/sec),165.81,24.94,209.55,,,,,,209.55,,209.55,209.55,209.55,61.79
Credit-to-Start Latency (ms),2.06,1.68,2.43,6.17,1.69,1.72,1.76,1.87,2.06,2.25,2.36,2.39,2.42,0.31
Decode Duration (ms),2194.11,1983.22,2372.15,6582.33,1988.10,2007.60,2031.97,2105.09,2226.96,2299.55,2343.11,2357.63,2369.24,160.47
E2E Output Token Throughput (tokens/sec/user),52.76,45.37,57.32,158.29,45.57,46.39,47.41,50.48,55.59,56.46,56.98,57.15,57.29,5.28
Effective Concurrency,2.83,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.49
Effective Decode Concurrency,2.12,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,1.27
Effective Decode Throughput (tokens/sec),149.08,0.00,347.14,,,,,,192.84,,212.51,231.30,330.59,88.96
Effective Decode Throughput Per User (tokens/sec/user),55.27,0.00,347.14,,,,,,65.55,,86.47,99.79,134.19,36.04
Effective Latency (CO-aware) (ms),2927.09,2735.20,3095.50,8781.27,2739.51,2756.74,2778.27,2842.88,2950.56,3023.03,3066.52,3081.01,3092.60,148.03
Effective Prefill Concurrency,0.71,0.00,3.00,,,,,,0.00,,3.00,3.00,3.00,1.27
Effective Prefill Throughput (tokens/sec),16.46,0.00,69.69,,,,,,0.00,,69.69,69.69,69.69,29.42
Effective Prefill Throughput Per User (tokens/sec/user),5.64,0.00,25.34,,,,,,0.00,,23.23,23.23,23.23,9.99
Effective Total Throughput (tokens/sec),165.54,0.00,209.55,,,,,,209.55,,209.55,209.55,209.55,62.11
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,52.33,46.00,58.00,157.00,46.14,46.70,47.40,49.50,53.00,55.50,57.00,57.50,57.90,4.92
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.27,1.05,1.46,3.82,1.06,1.08,1.10,1.18,1.31,1.39,1.43,1.45,1.46,0.17
HTTP Connection Overhead (ms),1.79,1.51,2.09,5.38,1.52,1.54,1.56,1.64,1.77,1.93,2.03,2.06,2.09,0.24
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),15.37,13.50,16.99,46.11,13.54,13.71,13.92,14.56,15.62,16.30,16.72,16.86,16.97,1.44
HTTP Data Sent (KB),0.24,0.23,0.25,0.73,0.23,0.23,0.23,0.24,0.25,0.25,0.25,0.25,0.25,0.01
HTTP DNS Lookup (ms),0.52,0.46,0.63,1.55,0.46,0.46,0.46,0.46,0.46,0.55,0.60,0.62,0.63,0.08
HTTP Duration (excl. conn) (ms),2924.65,2732.70,3093.50,8773.94,2737.00,2754.20,2775.71,2840.22,2947.74,3020.62,3064.35,3078.93,3090.59,148.20
HTTP Receiving (ms),2194.18,1983.34,2372.18,6582.54,1988.21,2007.71,2032.07,2105.18,2227.02,2299.60,2343.15,2357.67,2369.28,160.44
HTTP Sending (ms),1.99,1.77,2.23,5.96,1.77,1.79,1.81,1.87,1.96,2.10,2.18,2.20,2.22,0.19
HTTP Total Time (ms),2926.44,2734.79,3095.01,8779.32,2739.09,2756.27,2777.74,2842.15,2949.51,3022.26,3065.91,3080.46,3092.10,147.96
HTTP Waiting (TTFB) (ms),728.48,718.75,747.13,2185.44,718.77,718.83,718.91,719.15,719.55,733.34,741.62,744.38,746.58,13.19
Input Sequence Length (tokens),17.00,14.00,19.00,51.00,14.08,14.40,14.80,16.00,18.00,18.50,18.80,18.90,18.98,2.16
Inter Chunk Latency (ms),42.74,8.64,56.74,6582.33,23.22,27.94,34.34,42.36,44.34,46.26,48.18,49.47,50.94,6.46
Inter Token Latency (ms),14.42,13.26,16.12,43.25,13.27,13.32,13.38,13.56,13.87,15.00,15.67,15.90,16.08,1.23
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),155.00,124.00,172.00,465.00,124.90,128.50,133.00,146.50,169.00,170.50,171.40,171.70,171.94,21.95
Output Token Throughput Per User (tokens/sec/user),69.85,62.02,75.44,209.55,62.22,63.03,64.03,67.05,72.09,73.76,74.77,75.10,75.37,5.70
Prefill Throughput Per User (tokens/sec/user),23.23,19.41,25.34,69.69,19.52,19.97,20.52,22.18,24.94,25.14,25.26,25.30,25.33,2.70
Reasoning Token Count (tokens),155.00,124.00,172.00,465.00,124.90,128.50,133.00,146.50,169.00,170.50,171.40,171.70,171.94,21.95
Request Latency (ms),2925.03,2733.14,3093.82,8775.10,2737.44,2754.64,2776.14,2840.64,2948.13,3020.98,3064.68,3079.25,3090.91,148.15
Time to First Token (ms),730.92,721.17,749.92,2192.77,721.18,721.22,721.27,721.42,721.68,735.80,744.27,747.09,749.35,13.43
Time to Second Token (ms),27.86,26.93,28.34,83.59,26.95,27.07,27.21,27.63,28.33,28.33,28.34,28.34,28.34,0.66
Tokens In Flight (tokens),212.14,0.00,463.62,,,,,,194.69,,400.87,427.76,454.65,132.24

Metric,Value
Benchmark Duration (sec),3.09
Input Token Throughput (tokens/sec),16.46
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),150.05
Request Count,3.00
Request Throughput (requests/sec),0.97
Total Input Sequence Length (tokens),51.00
Total Output Sequence Length (tokens),465.00
Total Reasoning Tokens (tokens),465.00
Total Token Throughput (tokens/sec),166.51
