Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),83.89,0.00,141.81,,,,,,91.28,,94.83,96.73,99.69,19.09
Active Decode Throughput Per User (tokens/sec/user),22.08,0.00,49.13,,,,,,22.93,,23.91,24.38,24.97,3.35
Active Prefill Throughput (tokens/sec),1453.59,32.47,3545.21,,,,,,1290.93,,3077.58,3313.20,3545.21,1106.85
Active Prefill Throughput Per User (tokens/sec/user),1442.30,30.67,3545.21,,,,,,1290.93,,3077.58,3313.20,3545.21,1115.10
Active Total Throughput (tokens/sec),256.38,23.40,3611.93,,,,,,89.25,,143.92,1598.96,3142.83,600.48
Credit-to-Start Latency (ms),1.12,0.49,5.21,56.18,0.51,0.56,0.64,0.76,0.87,1.18,1.37,2.48,4.30,0.77
Decode Duration (ms),5731.85,1327.32,11115.51,286592.37,1720.56,2716.05,3406.70,4587.85,5526.29,7097.53,7865.91,8612.87,10060.25,1906.53
E2E Output Token Throughput (tokens/sec/user),21.60,18.41,23.03,1079.81,19.54,20.80,20.94,21.32,21.63,22.02,22.21,22.33,22.75,0.65
Effective Concurrency,3.89,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.47
Effective Decode Concurrency,3.76,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.59
Effective Decode Throughput (tokens/sec),83.73,0.00,141.81,,,,,,91.27,,94.82,96.72,99.69,19.44
Effective Decode Throughput Per User (tokens/sec/user),22.04,0.00,49.13,,,,,,22.93,,23.91,24.38,24.97,3.49
Effective Latency (CO-aware) (ms),5931.59,1576.04,11262.02,296579.25,1932.18,3041.44,3556.90,4750.01,5680.48,7291.31,8176.00,8807.29,10227.23,1898.31
Effective Prefill Concurrency,0.13,0.00,4.00,,,,,,0.00,,1.00,1.00,1.00,0.39
Effective Prefill Throughput (tokens/sec),172.65,0.00,3545.21,,,,,,0.00,,93.88,1532.87,3077.58,605.53
Effective Prefill Throughput Per User (tokens/sec/user),171.31,0.00,3545.21,,,,,,0.00,,76.59,1532.87,3077.58,604.50
Effective Total Throughput (tokens/sec),256.37,0.00,3611.93,,,,,,89.25,,143.92,1598.96,3142.83,600.47
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,128.60,29.00,249.00,6430.00,38.80,63.80,75.80,104.00,125.50,157.25,178.80,195.10,225.97,42.30
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,0.94,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.13
HTTP Connection Overhead (ms),0.03,0.00,1.35,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.19
HTTP Connection Reused (ratio),0.98,0.00,1.00,49.00,0.49,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14
HTTP Data Received (KB),33.06,7.73,63.66,1653.21,10.22,16.58,19.60,26.81,32.27,40.35,45.84,50.00,57.84,10.76
HTTP Data Sent (KB),1.36,0.15,6.08,67.81,0.15,0.15,0.16,0.18,0.78,1.98,3.40,4.20,5.66,1.45
HTTP DNS Lookup (ms),0.01,0.00,0.41,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.06
HTTP Duration (excl. conn) (ms),5930.38,1575.42,11260.69,296518.90,1931.44,3037.96,3555.49,4748.61,5679.56,7290.30,8175.18,8805.75,10226.11,1898.33
HTTP Receiving (ms),5731.85,1327.33,11115.51,286592.67,1720.57,2716.05,3406.71,4587.85,5526.29,7097.54,7865.92,8612.88,10060.25,1906.53
HTTP Sending (ms),0.20,0.10,1.32,10.20,0.10,0.11,0.12,0.15,0.17,0.22,0.25,0.28,0.83,0.17
HTTP Total Time (ms),5930.41,1575.42,11260.69,296520.26,1931.44,3037.96,3555.49,4748.61,5679.56,7290.30,8175.18,8805.75,10226.11,1898.33
HTTP Waiting (TTFB) (ms),198.32,142.96,358.54,9916.03,143.13,144.54,145.25,157.28,182.84,223.80,276.36,292.01,343.33,52.85
Input Sequence Length (tokens),263.16,6.00,1272.00,13158.00,6.49,7.45,8.90,11.50,149.00,385.00,708.00,877.45,1180.86,306.62
Inter Chunk Latency (ms),44.92,37.71,211.73,286592.37,40.00,41.06,41.83,42.80,43.52,44.35,45.72,46.94,90.97,9.49
Inter Token Latency (ms),44.91,42.70,47.40,2245.51,42.71,43.41,43.88,44.30,44.86,45.43,46.09,46.68,47.11,0.97
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),128.62,29.00,249.00,6431.00,38.80,63.80,75.80,104.00,125.50,157.25,178.80,195.10,225.97,42.31
Output Token Count (tokens),128.62,29.00,249.00,6431.00,38.80,63.80,75.80,104.00,125.50,157.25,178.80,195.10,225.97,42.31
Output Token Throughput Per User (tokens/sec/user),22.28,21.10,23.42,1113.85,21.23,21.42,21.69,22.01,22.29,22.57,22.79,23.04,23.41,0.48
Prefill Throughput Per User (tokens/sec/user),1116.36,28.88,3545.21,55817.92,30.64,36.12,47.92,78.17,905.85,1831.48,2757.58,3000.26,3431.53,1044.51
Request Latency (ms),5930.46,1575.55,11260.75,296523.07,1931.54,3038.05,3555.60,4748.69,5679.64,7290.38,8175.23,8805.86,10226.18,1898.32
Time to First Output Token (ms),198.61,143.18,358.79,9930.69,143.39,144.84,145.53,157.50,183.16,223.99,277.06,292.23,343.60,52.89
Time to First Token (ms),198.61,143.18,358.79,9930.69,143.39,144.84,145.53,157.50,183.16,223.99,277.06,292.23,343.60,52.89
Time to Second Token (ms),45.95,40.09,128.72,2297.38,40.44,41.04,41.43,42.53,43.94,44.90,45.65,53.54,96.16,12.38
Tokens In Flight (tokens),1271.88,0.00,2825.00,,,,,,1142.00,,2367.00,2546.00,2755.00,718.49

Metric,Value
Benchmark Duration (sec),76.21
Input Token Throughput (tokens/sec),172.65
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),84.38
Request Count,50.00
Request Throughput (requests/sec),0.66
Total Input Sequence Length (tokens),13158.00
Total Output Sequence Length (tokens),6431.00
Total Output Tokens (tokens),6431.00
Total Token Throughput (tokens/sec),257.03
