Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),38.66,0.00,22665.72,,,,,,49.27,,53.79,54.43,55.84,56.15
Active Decode Throughput Per User (tokens/sec/user),24.86,0.00,11332.86,,,,,,26.56,,27.87,28.21,29.46,27.98
Active Prefill Throughput (tokens/sec),128.47,10.05,830.10,,,,,,10.05,,830.10,830.10,830.10,271.29
Active Prefill Throughput Per User (tokens/sec/user),120.73,10.05,830.10,,,,,,10.05,,830.10,830.10,830.10,273.84
Active Total Throughput (tokens/sec),52.46,10.05,855.94,,,,,,48.43,,52.96,52.96,855.94,101.34
Credit-to-Start Latency (ms),1.23,1.00,1.38,3.69,1.01,1.03,1.06,1.16,1.31,1.34,1.36,1.37,1.38,0.16
Decode Duration (ms),6084.67,5446.69,6500.73,18254.02,5463.89,5532.68,5618.67,5876.65,6306.60,6403.67,6461.90,6481.32,6496.85,458.03
E2E Output Token Throughput (tokens/sec/user),23.00,20.85,26.46,69.00,20.87,20.94,21.02,21.27,21.68,24.07,25.51,25.99,26.37,2.47
Effective Concurrency,1.63,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.48
Effective Decode Concurrency,1.47,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.57
Effective Decode Throughput (tokens/sec),37.10,0.00,22665.72,,,,,,30.19,,53.77,54.32,55.84,55.53
Effective Decode Throughput Per User (tokens/sec/user),23.85,0.00,11332.86,,,,,,26.51,,27.84,28.21,29.46,27.84
Effective Latency (CO-aware) (ms),6747.93,5947.40,7796.04,20243.79,5958.46,6002.70,6057.99,6223.88,6500.35,7148.20,7536.90,7666.47,7770.13,774.74
Effective Prefill Concurrency,0.16,0.00,2.00,,,,,,0.00,,1.00,1.00,2.00,0.46
Effective Prefill Throughput (tokens/sec),15.34,0.00,830.10,,,,,,0.00,,10.05,46.09,830.10,102.58
Effective Prefill Throughput Per User (tokens/sec/user),14.42,0.00,830.10,,,,,,0.00,,10.05,23.05,830.10,102.40
Effective Total Throughput (tokens/sec),52.44,0.00,855.94,,,,,,48.43,,52.96,52.96,855.94,101.33
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,155.00,124.00,172.00,465.00,124.90,128.50,133.00,146.50,169.00,170.50,171.40,171.70,171.94,21.95
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
