Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),61.27,0.00,200.58,,,,,,68.31,,75.39,76.27,78.10,15.99
Active Decode Throughput Per User (tokens/sec/user),24.19,0.00,200.58,,,,,,24.21,,25.78,26.41,27.40,4.97
Active Prefill Throughput (tokens/sec),170.37,48.05,195.66,,,,,,195.66,,195.66,195.66,195.66,42.05
Active Prefill Throughput Per User (tokens/sec/user),61.25,48.05,71.60,,,,,,65.22,,65.22,65.22,65.22,6.61
Active Total Throughput (tokens/sec),65.28,24.26,195.66,,,,,,71.87,,71.87,71.87,195.66,25.98
Credit-to-Start Latency (ms),1.22,1.15,1.31,3.66,1.15,1.16,1.16,1.18,1.20,1.25,1.29,1.30,1.30,0.06
Decode Duration (ms),5944.98,4614.60,6924.63,17834.94,4648.22,4782.71,4950.82,5455.16,6295.72,6610.17,6798.85,6861.74,6912.05,975.13
E2E Output Token Throughput (tokens/sec/user),23.31,23.00,23.62,69.92,23.01,23.03,23.06,23.15,23.30,23.46,23.56,23.59,23.62,0.26
Effective Concurrency,2.58,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.65
Effective Decode Concurrency,2.49,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.77
Effective Decode Throughput (tokens/sec),59.80,0.00,200.58,,,,,,68.15,,75.25,76.24,78.10,18.37
Effective Decode Throughput Per User (tokens/sec/user),23.61,0.00,200.58,,,,,,24.15,,25.78,26.41,27.40,6.15
Effective Latency (CO-aware) (ms),6154.80,4783.92,7154.74,18464.41,4818.75,4958.10,5132.28,5654.83,6525.75,6840.25,7028.95,7091.85,7142.16,1002.80
Effective Prefill Concurrency,0.09,0.00,3.00,,,,,,0.00,,0.00,0.00,3.00,0.49
Effective Prefill Throughput (tokens/sec),5.45,0.00,195.66,,,,,,0.00,,0.00,0.00,195.66,30.91
Effective Prefill Throughput Per User (tokens/sec/user),1.96,0.00,71.60,,,,,,0.00,,0.00,0.00,65.22,10.84
Effective Total Throughput (tokens/sec),65.25,0.00,195.66,,,,,,71.87,,71.87,71.87,195.66,26.01
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,143.67,110.00,169.00,431.00,110.84,114.20,118.40,131.00,152.00,160.50,165.60,167.30,168.66,24.80
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.93,0.77,1.19,2.79,0.77,0.77,0.78,0.80,0.83,1.01,1.12,1.15,1.18,0.19
HTTP Connection Overhead (ms),1.28,1.05,1.61,3.85,1.05,1.06,1.07,1.12,1.19,1.40,1.53,1.57,1.60,0.24
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),36.32,27.89,42.68,108.97,28.10,28.94,29.99,33.14,38.39,40.54,41.82,42.25,42.60,6.21
HTTP Data Sent (KB),0.23,0.21,0.25,0.68,0.21,0.21,0.21,0.22,0.22,0.24,0.25,0.25,0.25,0.02
HTTP DNS Lookup (ms),0.35,0.28,0.42,1.06,0.28,0.29,0.30,0.32,0.36,0.39,0.41,0.42,0.42,0.06
HTTP Duration (excl. conn) (ms),6153.39,4782.55,7153.35,18460.18,4817.39,4956.73,5130.90,5653.42,6524.28,6838.81,7027.53,7090.44,7140.77,1002.77
HTTP Receiving (ms),5945.01,4614.62,6924.67,17835.04,4648.24,4782.73,4950.84,5455.18,6295.75,6610.21,6798.89,6861.78,6912.09,975.14
HTTP Sending (ms),1.31,1.10,1.66,3.94,1.10,1.10,1.11,1.14,1.19,1.42,1.57,1.61,1.65,0.25
HTTP Total Time (ms),6154.68,4783.74,7154.96,18464.03,4818.58,4957.90,5132.06,5654.54,6525.33,6840.14,7029.03,7092.00,7142.37,1002.90
HTTP Waiting (TTFB) (ms),207.07,166.75,227.43,621.20,167.95,172.78,178.80,196.88,227.02,227.23,227.35,227.39,227.42,28.51
