Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),22.70,0.00,9531.03,,,,,,22.77,,23.89,24.06,24.39,12.37
Active Decode Throughput Per User (tokens/sec/user),22.70,0.00,9531.03,,,,,,22.77,,23.89,24.06,24.39,12.37
Active Prefill Throughput (tokens/sec),2602.10,85.95,3238.69,,,,,,3174.45,,3238.69,3238.69,3238.69,1239.09
Active Prefill Throughput Per User (tokens/sec/user),2602.10,85.95,3238.69,,,,,,3174.45,,3238.69,3238.69,3238.69,1239.09
Active Total Throughput (tokens/sec),48.75,22.48,3238.69,,,,,,22.78,,22.96,22.96,85.95,286.37
Credit-to-Start Latency (ms),1.98,1.01,3.49,5.94,1.01,1.05,1.09,1.23,1.45,2.47,3.08,3.28,3.45,1.08
Decode Duration (ms),21437.34,12860.50,30025.55,64312.02,13031.81,13717.05,14573.59,17143.23,21425.96,25725.76,28305.64,29165.60,29853.56,7007.61
E2E Output Token Throughput (tokens/sec/user),22.53,22.42,22.68,67.58,22.42,22.42,22.43,22.45,22.48,22.58,22.64,22.66,22.68,0.11
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.99,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.10
Effective Decode Throughput (tokens/sec),22.47,0.00,9531.03,,,,,,22.76,,23.89,24.06,24.39,12.52
Effective Decode Throughput Per User (tokens/sec/user),22.47,0.00,9531.03,,,,,,22.76,,23.89,24.06,24.39,12.52
Effective Latency (CO-aware) (ms),21657.99,13083.55,30154.99,64973.97,13256.59,13948.74,14813.93,17409.49,21735.42,25945.21,28471.08,29313.03,29986.60,6969.60
Effective Prefill Concurrency,0.01,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.10
Effective Prefill Throughput (tokens/sec),26.27,0.00,3238.69,,,,,,0.00,,0.00,0.00,85.95,288.38
Effective Prefill Throughput Per User (tokens/sec/user),26.27,0.00,3238.69,,,,,,0.00,,0.00,0.00,85.95,288.38
Effective Total Throughput (tokens/sec),48.74,0.00,3238.69,,,,,,22.78,,22.96,22.96,85.95,286.33
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,486.67,293.00,675.00,1460.00,296.98,312.90,332.80,392.50,492.00,583.50,638.40,656.70,671.34,156.00
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.30,0.00,0.91,0.91,0.00,0.00,0.00,0.00,0.00,0.45,0.73,0.82,0.89,0.43
HTTP Connection Overhead (ms),0.44,0.00,1.33,1.33,0.00,0.00,0.00,0.00,0.00,0.67,1.07,1.20,1.31,0.63
HTTP Connection Reused (ratio),0.67,0.00,1.00,2.00,0.02,0.10,0.20,0.50,1.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),124.04,74.83,171.89,372.11,75.84,79.88,84.94,100.11,125.39,148.64,162.59,167.24,170.96,39.64
HTTP Data Sent (KB),2.59,0.22,4.43,7.76,0.27,0.51,0.80,1.67,3.11,3.77,4.17,4.30,4.41,1.76
HTTP DNS Lookup (ms),0.14,0.00,0.43,0.43,0.00,0.00,0.00,0.00,0.00,0.21,0.34,0.39,0.42,0.20
HTTP Duration (excl. conn) (ms),21655.89,13079.97,30153.37,64967.68,13253.06,13945.41,14810.84,17407.15,21734.34,25943.85,28469.56,29311.47,29984.99,6970.41
HTTP Receiving (ms),21437.35,12860.50,30025.58,64312.05,13031.81,13717.05,14573.60,17143.23,21425.96,25725.77,28305.66,29165.62,29853.59,7007.62
HTTP Sending (ms),0.56,0.18,1.26,1.68,0.18,0.19,0.19,0.21,0.24,0.75,1.06,1.16,1.24,0.49
HTTP Total Time (ms),21656.34,13079.97,30154.70,64969.01,13253.06,13945.41,14810.84,17407.15,21734.34,25944.52,28470.63,29312.67,29986.30,6970.95
