Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),179.19,0.00,326.95,,,,,,186.76,,202.18,207.73,232.13,32.96
Active Decode Throughput Per User (tokens/sec/user),67.57,0.00,124.01,,,,,,64.35,,83.26,103.62,113.33,13.42
Active Prefill Throughput (tokens/sec),280.25,99.43,335.41,,,,,,335.41,,335.41,335.41,335.41,65.12
Active Prefill Throughput Per User (tokens/sec/user),108.02,99.43,130.72,,,,,,111.80,,111.80,111.80,111.80,4.94
Active Total Throughput (tokens/sec),185.82,65.25,335.41,,,,,,196.41,,196.41,196.41,335.41,44.10
Credit-to-Start Latency (ms),2.84,2.50,3.28,8.51,2.50,2.52,2.55,2.62,2.73,3.01,3.17,3.22,3.27,0.33
Decode Duration (ms),4274.40,3844.28,4613.01,12823.21,3854.71,3896.44,3948.61,4105.10,4365.93,4489.47,4563.59,4588.30,4608.07,320.44
E2E Output Token Throughput (tokens/sec/user),63.38,61.86,65.28,190.14,61.88,61.97,62.09,62.43,63.00,64.14,64.82,65.05,65.23,1.42
Effective Concurrency,2.77,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.57
Effective Decode Concurrency,2.67,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.73
Effective Decode Throughput (tokens/sec),174.89,0.00,326.95,,,,,,186.40,,202.18,207.73,232.13,42.57
Effective Decode Throughput Per User (tokens/sec/user),65.95,0.00,124.01,,,,,,63.94,,83.26,102.37,113.33,16.81
Effective Latency (CO-aware) (ms),4433.46,4028.05,4796.80,13300.37,4037.00,4072.80,4117.55,4251.79,4475.52,4636.16,4732.54,4764.67,4790.37,315.25
Effective Prefill Concurrency,0.10,0.00,3.00,,,,,,0.00,,0.00,0.00,3.00,0.50
Effective Prefill Throughput (tokens/sec),10.62,0.00,335.41,,,,,,0.00,,0.00,0.00,335.41,54.99
Effective Prefill Throughput Per User (tokens/sec/user),4.09,0.00,130.72,,,,,,0.00,,0.00,0.00,111.80,20.65
Effective Total Throughput (tokens/sec),185.50,0.00,335.41,,,,,,196.41,,196.41,196.41,335.41,44.72
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,95.67,84.00,106.00,287.00,84.26,85.30,86.60,90.50,97.00,101.50,104.20,105.10,105.82,9.03
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.66,1.49,1.93,4.99,1.49,1.50,1.51,1.53,1.57,1.75,1.86,1.89,1.92,0.19
HTTP Connection Overhead (ms),2.41,2.18,2.74,7.23,2.18,2.19,2.21,2.24,2.30,2.52,2.66,2.70,2.74,0.24
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),27.76,24.43,30.65,83.29,24.51,24.81,25.19,26.32,28.20,29.43,30.16,30.40,30.60,2.56
HTTP Data Sent (KB),0.24,0.23,0.25,0.73,0.23,0.23,0.23,0.24,0.25,0.25,0.25,0.25,0.25,0.01
HTTP DNS Lookup (ms),0.75,0.69,0.82,2.24,0.69,0.70,0.70,0.71,0.73,0.77,0.80,0.81,0.82,0.05
HTTP Duration (excl. conn) (ms),4430.31,4024.89,4793.23,13290.92,4033.85,4069.68,4114.47,4248.85,4472.80,4633.01,4729.14,4761.18,4786.82,315.11
HTTP Receiving (ms),4274.48,3844.34,4613.08,12823.45,3854.77,3896.51,3948.68,4105.18,4366.03,4489.56,4563.67,4588.38,4608.14,320.44
HTTP Sending (ms),2.29,2.09,2.64,6.88,2.09,2.10,2.10,2.12,2.14,2.39,2.54,2.59,2.63,0.25
HTTP Total Time (ms),4432.71,4027.63,4795.41,13298.14,4036.58,4072.38,4117.13,4251.37,4475.10,4635.25,4731.35,4763.38,4789.00,314.87
HTTP Waiting (TTFB) (ms),153.53,104.63,178.05,460.59,106.09,111.95,119.28,141.27,177.91,177.98,178.02,178.04,178.05,34.58
Input Sequence Length (tokens),17.00,14.00,19.00,51.00,14.08,14.40,14.80,16.00,18.00,18.50,18.80,18.90,18.98,2.16
Inter Chunk Latency (ms),45.15,23.12,100.18,12823.21,25.72,29.92,36.32,44.21,46.00,47.96,49.06,50.38,58.00,7.29
Inter Token Latency (ms),15.28,15.00,15.50,45.83,15.01,15.04,15.07,15.16,15.33,15.41,15.47,15.48,15.50,0.21
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),281.00,249.00,302.00,843.00,249.86,253.30,257.60,270.50,292.00,297.00,300.00,301.00,301.80,22.99
Output Token Throughput Per User (tokens/sec/user),65.47,64.51,66.65,196.41,64.53,64.59,64.66,64.88,65.25,65.95,66.37,66.51,66.62,0.89
Prefill Throughput Per User (tokens/sec/user),111.80,99.43,130.72,335.41,99.54,100.01,100.59,102.34,105.26,117.99,125.63,128.17,130.21,13.59
Reasoning Token Count (tokens),281.00,249.00,302.00,843.00,249.86,253.30,257.60,270.50,292.00,297.00,300.00,301.00,301.80,22.99
Request Latency (ms),4430.62,4025.32,4793.52,13291.86,4034.27,4070.09,4114.86,4249.17,4473.02,4633.27,4729.42,4761.47,4787.11,315.05
Time to First Token (ms),156.21,107.10,181.04,468.64,108.57,114.44,121.78,143.80,180.51,180.77,180.93,180.99,181.03,34.73
Time to Second Token (ms),42.99,27.12,74.72,128.98,27.12,27.12,27.12,27.13,27.14,50.93,65.21,69.96,73.77,22.44
Tokens In Flight (tokens),412.90,0.00,788.83,,,,,,421.35,,691.08,735.51,771.05,207.56

Metric,Value
Benchmark Duration (sec),4.79
Good Request Count,0.00
GoodRequestFraction (ratio),0.00
Goodput (requests/sec),0.00
Input Token Throughput (tokens/sec),10.62
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),175.51
Request Count,3.00
Request Throughput (requests/sec),0.62
Total Input Sequence Length (tokens),51.00
Total Output Sequence Length (tokens),843.00
Total Reasoning Tokens (tokens),843.00
Total Token Throughput (tokens/sec),186.13
