Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),79.09,0.00,606.83,,,,,,83.65,,91.76,94.03,96.71,17.44
Active Decode Throughput Per User (tokens/sec/user),20.56,0.00,151.71,,,,,,21.15,,23.06,23.58,24.22,3.26
Active Prefill Throughput (tokens/sec),1230.52,28.06,3337.64,,,,,,1139.46,,2457.80,2739.53,3204.91,904.75
Active Prefill Throughput Per User (tokens/sec/user),1189.28,28.06,3337.64,,,,,,1122.34,,2457.80,2739.53,3204.91,891.51
Active Total Throughput (tokens/sec),223.99,22.44,3397.79,,,,,,84.16,,136.42,1452.72,2536.70,498.42
Credit-to-Start Latency (ms),0.95,0.44,2.91,190.75,0.45,0.55,0.63,0.74,0.88,1.13,1.30,1.47,2.41,0.34
Decode Duration (ms),6192.83,1455.72,12656.89,1238566.60,2234.62,3426.68,4031.58,5088.80,6122.54,7207.09,8329.68,9329.52,10263.55,1768.81
E2E Output Token Throughput (tokens/sec/user),20.20,16.72,22.08,4040.15,18.08,18.70,18.97,19.36,20.21,21.19,21.56,21.71,21.96,1.04
Effective Concurrency,3.94,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.38
Effective Decode Concurrency,3.81,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.51
Effective Decode Throughput (tokens/sec),79.05,0.00,606.83,,,,,,83.64,,91.76,94.03,96.71,17.52
Effective Decode Throughput Per User (tokens/sec/user),20.55,0.00,151.71,,,,,,21.15,,23.06,23.58,24.22,3.29
Effective Latency (CO-aware) (ms),6397.38,1735.47,12823.78,1279475.41,2417.20,3648.57,4238.55,5346.22,6308.98,7421.72,8586.05,9491.93,10456.37,1766.89
Effective Prefill Concurrency,0.13,0.00,4.00,,,,,,0.00,,1.00,1.00,1.00,0.36
Effective Prefill Throughput (tokens/sec),144.94,0.00,3337.64,,,,,,0.00,,72.23,1388.00,2473.90,503.74
