Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),30.08,0.00,24757.71,,,,,,29.66,,32.61,33.02,33.59,9.06
Active Decode Throughput Per User (tokens/sec/user),30.08,0.00,24757.71,,,,,,29.66,,32.61,33.02,33.59,9.06
Active Prefill Throughput (tokens/sec),3226.07,68.07,9115.41,,,,,,3105.99,,5291.66,8423.91,9115.41,1912.11
Active Prefill Throughput Per User (tokens/sec/user),3226.07,68.07,9115.41,,,,,,3105.99,,5291.66,8423.91,9115.41,1912.11
Active Total Throughput (tokens/sec),80.19,28.14,9115.41,,,,,,29.88,,32.14,32.41,2709.91,463.65
Credit-to-Start Latency (ms),1.39,0.48,2.83,69.64,0.51,0.54,0.63,0.77,1.45,1.82,2.17,2.45,2.81,0.63
Decode Duration (ms),16794.03,3892.12,30631.96,839701.40,5280.14,8405.27,10527.21,13678.47,16581.40,20019.99,22538.32,25246.21,29056.75,5219.70
E2E Output Token Throughput (tokens/sec/user),29.71,27.31,32.35,1485.53,27.43,27.81,28.04,28.50,29.75,30.81,31.65,32.09,32.32,1.42
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.98,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.13
Effective Decode Throughput (tokens/sec),29.60,0.00,24757.71,,,,,,29.63,,32.60,33.01,33.58,9.75
Effective Decode Throughput Per User (tokens/sec/user),29.60,0.00,24757.71,,,,,,29.63,,32.60,33.01,33.58,9.75
Effective Latency (CO-aware) (ms),17063.66,4003.44,30992.96,853182.95,5385.14,8546.71,10995.44,14303.03,17015.35,20272.72,23009.01,25407.20,29397.94,5232.77
Effective Prefill Concurrency,0.02,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.12
Effective Prefill Throughput (tokens/sec),50.57,0.00,9115.41,,,,,,0.00,,0.00,0.00,2709.91,466.80
Effective Prefill Throughput Per User (tokens/sec/user),50.57,0.00,9115.41,,,,,,0.00,,0.00,0.00,2709.91,466.80
Effective Total Throughput (tokens/sec),80.17,0.00,9115.41,,,,,,29.88,,32.14,32.41,2709.91,463.60
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,506.04,114.00,869.00,25302.00,153.69,267.15,332.60,414.50,500.00,618.50,677.80,760.15,826.37,152.67
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),126.94,28.92,217.79,6346.96,38.80,67.22,83.23,103.97,125.36,155.13,170.07,190.54,206.95,38.21
HTTP Data Sent (KB),3.66,0.16,14.03,182.84,0.16,0.17,0.18,0.22,2.96,5.64,8.60,11.56,13.56,3.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),17062.21,4001.56,30992.00,853110.33,5383.37,8545.00,10994.03,14301.33,17013.98,20270.82,23008.09,25405.83,29396.84,5232.80
HTTP Receiving (ms),16794.76,3892.12,30667.84,839737.88,5280.16,8405.28,10527.23,13678.48,16581.41,20020.01,22538.34,25246.23,29075.06,5221.61
HTTP Sending (ms),0.12,0.09,0.17,5.94,0.09,0.09,0.09,0.09,0.10,0.14,0.15,0.16,0.17,0.03
HTTP Total Time (ms),17062.21,4001.56,30992.00,853110.33,5383.37,8545.00,10994.03,14301.33,17013.98,20270.82,23008.09,25405.83,29396.84,5232.80
HTTP Waiting (TTFB) (ms),267.33,85.76,772.82,13366.51,86.82,89.33,93.28,97.17,251.01,362.54,465.86,570.34,713.97,164.66
Input Sequence Length (tokens),863.04,6.00,3558.00,43152.00,6.49,7.00,9.00,14.50,645.00,1270.00,2340.00,2844.85,3316.92,939.67
Inter Chunk Latency (ms),33.27,0.00,105.21,839701.40,29.68,30.24,30.59,31.68,33.64,34.70,35.51,36.00,37.09,2.63
Inter Token Latency (ms),33.23,30.35,35.54,1661.71,30.54,30.96,31.24,31.85,33.38,34.62,35.02,35.37,35.54,1.50
OSL Mismatch Diff % (%),-0.25,-12.76,0.26,-12.31,-6.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,1.79
Output Sequence Length (tokens),506.16,114.00,868.00,25308.00,153.69,267.15,332.60,415.25,500.50,618.50,677.80,760.15,826.84,152.66
Output Token Count (tokens),506.16,114.00,868.00,25308.00,153.69,267.15,332.60,415.25,500.50,618.50,677.80,760.15,826.84,152.66
Output Token Throughput Per User (tokens/sec/user),30.15,28.14,32.95,1507.59,28.14,28.27,28.55,28.88,29.96,31.39,32.01,32.30,32.75,1.38
Prefill Throughput Per User (tokens/sec/user),2290.21,68.07,9115.41,114510.66,70.14,78.00,100.93,146.49,2523.75,3401.36,4156.36,5327.88,8776.58,2049.15
Request Latency (ms),17061.55,4001.61,30956.16,853077.42,5383.43,8545.06,10994.10,14301.38,17014.04,20270.89,23008.13,25405.89,29378.59,5230.89
Time to First Output Token (ms),267.52,85.91,773.05,13376.02,87.01,89.53,93.43,97.41,251.21,362.69,466.09,570.53,714.19,164.66
Time to First Token (ms),267.52,85.91,773.05,13376.02,87.01,89.53,93.43,97.41,251.21,362.69,466.09,570.53,714.19,164.66
Time to Second Token (ms),33.99,31.25,37.66,1699.52,31.37,31.65,31.91,32.62,33.86,35.20,36.27,36.67,37.39,1.67
Tokens In Flight (tokens),1148.76,0.00,4012.00,,,,,,939.00,,2588.00,3078.00,3739.00,913.53

Metric,Value
Benchmark Duration (sec),853.28
