Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),102.79,0.00,244.73,,,,,,100.62,,123.31,127.23,137.85,16.01
Active Decode Throughput Per User (tokens/sec/user),102.79,0.00,244.73,,,,,,100.62,,123.31,127.23,137.85,16.01
Active Prefill Throughput (tokens/sec),1162.84,177.19,1704.76,,,,,,1255.25,,1704.76,1704.76,1704.76,594.43
Active Prefill Throughput Per User (tokens/sec/user),1162.84,177.19,1704.76,,,,,,1255.25,,1704.76,1704.76,1704.76,594.43
Active Total Throughput (tokens/sec),219.40,96.42,1704.76,,,,,,101.82,,177.19,1255.25,1704.76,385.93
Credit-to-Start Latency (ms),1.13,0.68,1.44,3.40,0.69,0.74,0.80,0.98,1.28,1.36,1.41,1.43,1.44,0.33
Decode Duration (ms),1180.46,615.72,1649.94,3541.37,628.92,681.72,747.72,945.72,1275.71,1462.82,1575.09,1612.51,1642.45,427.55
E2E Output Token Throughput (tokens/sec/user),92.37,85.94,96.18,277.11,86.12,86.84,87.75,90.46,94.99,95.58,95.94,96.06,96.15,4.57
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.05
Effective Decode Concurrency,0.89,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.32
Effective Decode Throughput (tokens/sec),91.29,0.00,244.73,,,,,,98.90,,121.40,126.98,137.85,35.74
Effective Decode Throughput Per User (tokens/sec/user),91.29,0.00,244.73,,,,,,98.90,,121.40,126.98,137.85,35.74
Effective Latency (CO-aware) (ms),1327.50,780.31,1758.61,3982.49,793.58,846.64,912.96,1111.94,1443.57,1601.09,1695.60,1727.11,1752.31,407.73
Effective Prefill Concurrency,0.11,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.31
Effective Prefill Throughput (tokens/sec),127.65,0.00,1704.76,,,,,,0.00,,177.19,1255.25,1704.76,413.44
Effective Prefill Throughput Per User (tokens/sec/user),127.65,0.00,1704.76,,,,,,0.00,,177.19,1255.25,1704.76,413.44
Effective Total Throughput (tokens/sec),218.94,0.00,1704.76,,,,,,101.82,,177.19,1255.25,1704.76,385.65
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,41.33,23.00,58.00,124.00,23.40,25.00,27.00,33.00,43.00,50.50,55.00,56.50,57.70,14.34
