Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),36.75,0.00,107.02,,,,,,22.89,,65.69,66.75,68.08,18.93
Active Decode Throughput Per User (tokens/sec/user),21.94,0.00,46.30,,,,,,22.01,,22.95,23.14,23.80,0.80
Active Prefill Throughput (tokens/sec),219.32,58.86,250.63,,,,,,250.63,,250.63,250.63,250.63,54.90
Active Prefill Throughput Per User (tokens/sec/user),78.16,58.86,127.56,,,,,,83.54,,83.54,83.54,83.54,9.49
Active Total Throughput (tokens/sec),41.35,21.97,250.63,,,,,,21.97,,64.87,64.87,250.63,35.17
Credit-to-Start Latency (ms),1.40,1.38,1.42,4.19,1.38,1.38,1.38,1.38,1.39,1.41,1.42,1.42,1.42,0.02
Decode Duration (ms),4304.24,2241.11,7645.57,12912.71,2256.81,2319.60,2398.09,2633.57,3026.03,5335.80,6721.66,7183.62,7553.18,2384.31
E2E Output Token Throughput (tokens/sec/user),20.81,20.18,21.70,62.43,20.19,20.22,20.25,20.36,20.54,21.12,21.47,21.59,21.68,0.65
Effective Concurrency,1.72,0.00,3.00,,,,,,1.00,,3.00,3.00,3.00,0.91
Effective Decode Concurrency,1.66,0.00,3.00,,,,,,1.00,,3.00,3.00,3.00,0.92
Effective Decode Throughput (tokens/sec),36.07,0.00,107.02,,,,,,22.81,,65.60,66.75,68.08,19.39
Effective Decode Throughput Per User (tokens/sec/user),21.54,0.00,46.30,,,,,,22.00,,22.95,23.11,23.80,3.06
Effective Latency (CO-aware) (ms),4477.26,2429.37,7788.11,13431.78,2445.07,2507.86,2586.36,2821.83,3214.29,5501.20,6873.35,7330.73,7696.64,2362.95
Effective Prefill Concurrency,0.07,0.00,3.00,,,,,,0.00,,0.00,0.00,3.00,0.43
Effective Prefill Throughput (tokens/sec),5.26,0.00,250.63,,,,,,0.00,,0.00,0.00,250.63,34.63
Effective Prefill Throughput Per User (tokens/sec/user),1.88,0.00,127.56,,,,,,0.00,,0.00,0.00,83.54,12.05
Effective Total Throughput (tokens/sec),41.34,0.00,250.63,,,,,,21.97,,64.87,64.87,250.63,35.17
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,94.33,49.00,168.00,283.00,49.34,50.70,52.40,57.50,66.00,117.00,147.60,157.80,165.96,52.55
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.43,1.38,1.48,4.29,1.38,1.39,1.39,1.40,1.43,1.45,1.47,1.47,1.48,0.04
HTTP Connection Overhead (ms),2.06,1.94,2.24,6.18,1.94,1.95,1.95,1.97,1.99,2.12,2.19,2.22,2.24,0.13
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),24.36,12.83,43.12,73.08,12.92,13.26,13.69,14.98,17.13,30.13,37.92,40.52,42.60,13.38
HTTP Data Sent (KB),0.21,0.20,0.24,0.64,0.20,0.20,0.20,0.20,0.20,0.22,0.23,0.24,0.24,0.02
HTTP DNS Lookup (ms),0.63,0.56,0.77,1.89,0.56,0.56,0.56,0.56,0.57,0.67,0.73,0.75,0.76,0.10
