Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),9.34,0.00,31.10,,,,,,9.03,,12.27,13.45,15.34,2.02
Active Decode Throughput Per User (tokens/sec/user),9.34,0.00,31.10,,,,,,9.03,,12.27,13.45,15.34,2.02
Active Prefill Throughput (tokens/sec),213.91,6.43,829.15,,,,,,131.97,,616.17,726.42,829.15,225.68
Active Prefill Throughput Per User (tokens/sec/user),213.91,6.43,829.15,,,,,,131.97,,616.17,726.42,829.15,225.68
Active Total Throughput (tokens/sec),25.08,6.43,829.15,,,,,,9.11,,13.13,69.39,423.52,83.02
Credit-to-Start Latency (ms),1.18,0.59,2.15,58.99,0.62,0.69,0.80,0.91,1.11,1.36,1.77,1.77,2.00,0.35
Decode Duration (ms),12028.17,1271.98,22132.77,601408.38,1280.11,1880.13,4989.14,8515.86,12575.59,16517.66,18685.47,19024.66,21561.93,5375.82
E2E Output Token Throughput (tokens/sec/user),8.87,6.27,13.56,443.43,6.42,6.84,7.19,7.69,8.49,9.73,10.85,12.33,13.16,1.67
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.92,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.27
Effective Decode Throughput (tokens/sec),8.62,0.00,31.10,,,,,,8.88,,12.11,13.25,15.29,3.16
Effective Decode Throughput Per User (tokens/sec/user),8.62,0.00,31.10,,,,,,8.88,,12.11,13.25,15.29,3.16
Effective Latency (CO-aware) (ms),13045.85,2216.73,23066.47,652292.55,2395.31,3216.41,5829.31,9477.02,13574.63,17557.98,19668.00,20170.61,22491.54,5350.91
Effective Prefill Concurrency,0.08,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.27
Effective Prefill Throughput (tokens/sec),16.45,0.00,829.15,,,,,,0.00,,0.00,69.39,423.52,84.65
Effective Prefill Throughput Per User (tokens/sec/user),16.45,0.00,829.15,,,,,,0.00,,0.00,69.39,423.52,84.65
Effective Total Throughput (tokens/sec),25.08,0.00,829.15,,,,,,9.11,,13.13,69.39,423.52,83.02
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,40.08,6.00,70.00,2004.00,6.00,8.45,17.50,27.50,41.00,54.75,60.00,64.20,69.02,17.03
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),10.97,1.98,18.67,548.41,1.98,2.48,4.93,7.63,11.27,14.61,16.23,17.14,18.44,4.46
HTTP Data Sent (KB),1.43,0.17,5.51,71.32,0.17,0.17,0.18,0.22,1.01,1.91,3.57,4.26,5.11,1.36
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),13044.55,2215.70,23065.47,652227.26,2394.26,3215.07,5828.20,9475.66,13573.59,17556.55,19666.80,20169.44,22490.23,5350.85
HTTP Receiving (ms),12405.88,1602.07,22470.62,620294.21,1767.03,2564.96,5264.64,8826.90,12883.06,17006.86,19019.94,19505.82,21883.16,5350.86
HTTP Sending (ms),0.25,0.12,0.37,12.58,0.13,0.13,0.15,0.21,0.26,0.30,0.34,0.35,0.37,0.07
HTTP Total Time (ms),13044.55,2215.70,23065.47,652227.26,2394.26,3215.07,5828.20,9475.66,13573.59,17556.55,19666.80,20169.44,22490.23,5350.85
HTTP Waiting (TTFB) (ms),638.41,512.53,743.12,31920.47,513.66,532.24,551.80,610.00,639.53,680.11,710.84,720.28,735.86,56.18
Input Sequence Length (tokens),214.66,6.00,816.00,10733.00,6.49,8.00,8.90,15.25,153.00,307.75,567.20,678.35,807.67,225.50
