Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),134.71,0.00,410.32,,,,,,139.72,,156.37,164.84,176.40,22.74
Active Decode Throughput Per User (tokens/sec/user),52.87,0.00,410.32,,,,,,49.46,,62.73,73.40,79.78,13.06
Active Prefill Throughput (tokens/sec),265.63,76.30,267.63,,,,,,267.63,,267.63,267.63,267.63,14.67
Active Prefill Throughput Per User (tokens/sec/user),89.28,76.30,95.66,,,,,,89.21,,89.21,89.21,95.66,1.12
Active Total Throughput (tokens/sec),140.61,52.88,267.63,,,,,,152.17,,152.17,152.17,267.63,39.66
Credit-to-Start Latency (ms),1.35,1.13,1.50,4.04,1.14,1.16,1.19,1.27,1.40,1.45,1.48,1.49,1.50,0.16
Decode Duration (ms),2798.57,2253.24,3177.14,8395.70,2267.48,2324.45,2395.65,2609.28,2965.32,3071.23,3134.78,3155.96,3172.91,395.18
E2E Output Token Throughput (tokens/sec/user),48.52,45.84,50.88,145.57,45.90,46.14,46.44,47.34,48.85,49.87,50.48,50.68,50.84,2.07
Effective Concurrency,2.66,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.60
Effective Decode Concurrency,2.53,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.80
Effective Decode Throughput (tokens/sec),128.74,0.00,410.32,,,,,,138.92,,154.75,164.66,176.40,35.53
Effective Decode Throughput Per User (tokens/sec/user),50.53,0.00,410.32,,,,,,49.08,,62.57,73.40,79.78,16.77
Effective Latency (CO-aware) (ms),2945.54,2401.00,3322.44,8836.63,2415.24,2472.22,2543.44,2757.09,3113.19,3217.81,3280.59,3301.52,3318.26,394.41
Effective Prefill Concurrency,0.13,0.00,3.00,,,,,,0.00,,0.00,0.00,3.00,0.61
Effective Prefill Throughput (tokens/sec),11.73,0.00,267.63,,,,,,0.00,,0.00,0.00,267.63,54.66
Effective Prefill Throughput Per User (tokens/sec/user),3.94,0.00,95.66,,,,,,0.00,,0.00,0.00,89.21,18.34
Effective Total Throughput (tokens/sec),140.47,0.00,267.63,,,,,,152.17,,152.17,152.17,267.63,39.87
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,143.67,110.00,169.00,431.00,110.84,114.20,118.40,131.00,152.00,160.50,165.60,167.30,168.66,24.80
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.27,0.92,1.72,3.80,0.92,0.94,0.97,1.04,1.16,1.44,1.60,1.66,1.70,0.33
HTTP Connection Overhead (ms),1.80,1.29,2.52,5.41,1.29,1.32,1.35,1.44,1.60,2.06,2.34,2.43,2.50,0.52
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),37.14,28.54,43.60,111.43,28.76,29.62,30.69,33.91,39.28,41.44,42.74,43.17,43.52,6.33
HTTP Data Sent (KB),0.23,0.22,0.26,0.70,0.22,0.22,0.22,0.22,0.22,0.24,0.25,0.25,0.26,0.02
HTTP DNS Lookup (ms),0.54,0.37,0.80,1.61,0.37,0.37,0.38,0.40,0.44,0.62,0.73,0.77,0.80,0.19
HTTP Duration (excl. conn) (ms),2943.93,2399.20,3321.09,8831.80,2413.44,2470.43,2541.66,2755.36,3111.52,3216.30,3279.17,3300.13,3316.89,394.57
