Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),53.50,0.00,102.15,,,,,,50.89,,75.65,76.62,78.53,20.45
Active Decode Throughput Per User (tokens/sec/user),23.27,0.00,49.92,,,,,,24.49,,25.60,25.82,26.34,4.19
Active Prefill Throughput (tokens/sec),12.44,4.67,41.20,,,,,,4.67,,41.20,41.20,41.20,13.06
Active Prefill Throughput Per User (tokens/sec/user),6.58,4.67,27.52,,,,,,4.67,,13.73,13.73,13.73,3.24
Active Total Throughput (tokens/sec),55.11,22.79,70.30,,,,,,52.17,,70.30,70.30,70.30,14.98
Credit-to-Start Latency (ms),1.74,1.56,1.96,5.21,1.56,1.57,1.58,1.62,1.68,1.82,1.91,1.94,1.96,0.17
Decode Duration (ms),6556.41,5395.96,7151.61,19669.23,5430.47,5568.53,5741.10,6258.81,7121.67,7136.64,7145.62,7148.61,7151.01,820.66
E2E Output Token Throughput (tokens/sec/user),18.42,13.40,22.14,55.27,13.53,14.03,14.67,16.57,19.73,20.94,21.66,21.90,22.09,3.69
Effective Concurrency,2.76,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.58
Effective Decode Concurrency,2.12,0.00,3.00,,,,,,2.00,,3.00,3.00,3.00,0.92
Effective Decode Throughput (tokens/sec),49.90,0.00,102.15,,,,,,50.51,,75.63,76.62,78.53,23.87
Effective Decode Throughput Per User (tokens/sec/user),21.71,0.00,49.92,,,,,,24.42,,25.55,25.81,26.34,7.10
Effective Latency (CO-aware) (ms),8530.82,7770.94,9255.65,25592.45,7786.84,7850.43,7929.93,8168.40,8565.86,8910.75,9117.69,9186.67,9241.85,606.63
Effective Prefill Concurrency,0.64,0.00,3.00,,,,,,0.00,,2.00,3.00,3.00,0.90
Effective Prefill Throughput (tokens/sec),5.18,0.00,41.20,,,,,,0.00,,13.68,41.20,41.20,10.43
Effective Prefill Throughput Per User (tokens/sec/user),2.74,0.00,27.52,,,,,,0.00,,6.84,13.73,13.73,3.86
Effective Total Throughput (tokens/sec),55.08,0.00,70.30,,,,,,52.17,,70.30,70.30,70.30,15.03
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,155.00,124.00,172.00,465.00,124.90,128.50,133.00,146.50,169.00,170.50,171.40,171.70,171.94,21.95
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.46,1.28,1.70,4.37,1.28,1.29,1.30,1.33,1.39,1.55,1.64,1.67,1.70,0.18
HTTP Connection Overhead (ms),1.99,1.72,2.37,5.98,1.72,1.74,1.75,1.80,1.89,2.13,2.28,2.33,2.36,0.28
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),39.47,31.66,43.74,118.40,31.89,32.80,33.93,37.33,43.00,43.37,43.59,43.66,43.72,5.52
HTTP Data Sent (KB),0.22,0.20,0.23,0.65,0.20,0.20,0.21,0.21,0.22,0.22,0.23,0.23,0.23,0.01
HTTP DNS Lookup (ms),0.54,0.44,0.67,1.61,0.45,0.45,0.45,0.47,0.49,0.58,0.63,0.65,0.67,0.10
HTTP Duration (excl. conn) (ms),8528.77,7769.07,9253.68,25586.30,7784.96,7848.52,7927.97,8166.31,8563.55,8908.61,9115.65,9184.66,9239.87,606.59
HTTP Receiving (ms),6556.47,5396.03,7151.70,19669.42,5430.54,5568.59,5741.16,6258.86,7121.70,7136.70,7145.70,7148.70,7151.10,820.65
HTTP Sending (ms),2.12,1.87,2.42,6.35,1.87,1.89,1.91,1.96,2.05,2.24,2.35,2.39,2.42,0.23
HTTP Total Time (ms),8530.76,7770.96,9256.05,25592.28,7786.85,7850.39,7929.82,8168.12,8565.27,8910.66,9117.89,9186.97,9242.23,606.78
HTTP Waiting (TTFB) (ms),1970.18,615.32,3855.22,5910.53,631.82,697.79,780.25,1027.65,1439.98,2647.60,3372.18,3613.70,3806.92,1374.79
Input Sequence Length (tokens),16.00,13.00,18.00,48.00,13.08,13.40,13.80,15.00,17.00,17.50,17.80,17.90,17.98,2.16
Inter Chunk Latency (ms),42.57,37.64,136.22,19669.23,37.92,38.65,38.98,39.64,40.56,41.73,43.69,44.79,126.76,11.32
Inter Token Latency (ms),42.69,41.82,43.87,128.08,41.83,41.88,41.94,42.11,42.39,43.13,43.57,43.72,43.84,0.86
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),155.00,124.00,172.00,465.00,124.90,128.50,133.00,146.50,169.00,170.50,171.40,171.70,171.94,21.95
Output Token Throughput Per User (tokens/sec/user),23.43,22.79,23.91,70.30,22.81,22.87,22.95,23.19,23.59,23.75,23.85,23.88,23.90,0.47
Prefill Throughput Per User (tokens/sec/user),13.73,4.67,27.52,41.20,4.75,5.10,5.54,6.84,9.01,18.27,23.82,25.67,27.15,9.91
Reasoning Token Count (tokens),155.00,124.00,172.00,465.00,124.90,128.50,133.00,146.50,169.00,170.50,171.40,171.70,171.94,21.95
Request Latency (ms),8529.08,7769.38,9253.96,25587.24,7785.27,7848.83,7928.29,8166.64,8563.90,8908.93,9115.95,9184.96,9240.16,606.58
Time to First Token (ms),1972.67,617.77,3858.00,5918.01,634.26,700.22,782.67,1030.00,1442.23,2650.12,3374.85,3616.43,3809.69,1374.97
Time to Second Token (ms),40.65,39.52,41.48,121.94,39.55,39.66,39.80,40.23,40.94,41.21,41.37,41.43,41.47,0.83
Tokens In Flight (tokens),214.21,0.00,467.00,,,,,,191.00,,398.00,431.00,458.00,123.38

Metric,Value
Benchmark Duration (sec),9.25
Input Token Throughput (tokens/sec),5.18
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),50.22
Request Count,3.00
Request Throughput (requests/sec),0.32
Total Input Sequence Length (tokens),48.00
Total Output Sequence Length (tokens),465.00
Total Reasoning Tokens (tokens),465.00
Total Token Throughput (tokens/sec),55.41
