Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),108.66,0.00,271.97,,,,,,111.52,,136.45,140.83,161.72,29.16
Active Decode Throughput Per User (tokens/sec/user),14.64,0.00,271.97,,,,,,14.33,,17.72,19.76,27.50,4.32
Active Prefill Throughput (tokens/sec),701.00,25.50,1782.77,,,,,,645.42,,1349.04,1644.28,1782.77,491.56
Active Prefill Throughput Per User (tokens/sec/user),643.60,25.50,1782.77,,,,,,570.18,,1349.04,1644.28,1782.77,485.03
Active Total Throughput (tokens/sec),242.49,19.35,1886.29,,,,,,113.74,,742.79,1144.87,1743.69,345.66
Credit-to-Start Latency (ms),1.31,0.59,4.38,65.68,0.62,0.69,0.78,0.97,1.14,1.33,1.83,2.68,4.17,0.72
Decode Duration (ms),9059.14,1393.18,17235.60,452956.90,2069.08,4299.16,5413.69,7296.57,8880.56,11137.82,12702.46,13853.60,16415.96,3058.09
E2E Output Token Throughput (tokens/sec/user),14.22,13.21,18.15,711.18,13.28,13.42,13.56,13.67,13.89,14.33,15.35,15.89,17.78,0.97
Effective Concurrency,7.74,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.09
Effective Decode Concurrency,7.50,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.24
Effective Decode Throughput (tokens/sec),108.29,0.00,271.97,,,,,,111.49,,136.45,140.83,161.72,29.80
Effective Decode Throughput Per User (tokens/sec/user),14.58,0.00,271.97,,,,,,14.32,,17.72,19.76,27.50,4.39
Effective Latency (CO-aware) (ms),9353.91,1669.06,17576.16,467695.56,2344.99,4573.60,5726.63,7571.82,9214.57,11430.50,13071.94,14119.29,16714.69,3058.82
Effective Prefill Concurrency,0.24,0.00,8.00,,,,,,0.00,,1.00,1.00,2.00,0.68
Effective Prefill Throughput (tokens/sec),134.19,0.00,1782.77,,,,,,0.00,,641.12,1061.94,1644.28,349.74
Effective Prefill Throughput Per User (tokens/sec/user),123.21,0.00,1782.77,,,,,,0.00,,548.75,949.52,1644.28,330.38
Effective Total Throughput (tokens/sec),242.48,0.00,1886.29,,,,,,113.74,,742.79,1144.87,1743.69,345.65
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,131.82,29.00,249.00,6591.00,38.80,67.40,84.10,104.25,127.50,157.25,178.80,195.10,245.08,42.38
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.11,0.00,1.46,5.43,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.98,1.30,0.33
HTTP Connection Overhead (ms),0.16,0.00,2.04,7.82,0.00,0.00,0.00,0.00,0.00,0.00,0.13,1.46,1.82,0.48
HTTP Connection Reused (ratio),0.90,0.00,1.00,45.00,0.00,0.00,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),33.38,7.62,62.69,1668.84,10.08,17.26,21.44,26.50,32.29,39.74,45.14,49.24,61.72,10.61
HTTP Data Sent (KB),0.96,0.16,4.38,47.98,0.16,0.16,0.18,0.21,0.77,1.40,1.82,2.72,4.12,0.93
HTTP DNS Lookup (ms),0.05,0.00,0.59,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.46,0.55,0.14
HTTP Duration (excl. conn) (ms),9352.48,1667.56,17575.37,467623.99,2343.51,4572.33,5725.43,7570.61,9213.61,11428.81,13070.71,14116.43,16713.64,3058.75
HTTP Receiving (ms),9059.15,1393.25,17235.62,452957.51,2069.16,4299.17,5413.68,7296.58,8880.55,11137.83,12702.46,13853.62,16415.97,3058.08
HTTP Sending (ms),0.38,0.12,2.09,18.84,0.12,0.13,0.15,0.18,0.25,0.32,0.64,1.37,1.88,0.41
HTTP Total Time (ms),9352.64,1668.84,17575.37,467631.80,2344.92,4573.20,5725.43,7570.61,9213.61,11428.81,13070.71,14116.43,16713.64,3058.55
HTTP Waiting (TTFB) (ms),292.95,192.41,467.54,14647.64,194.64,203.99,208.83,250.34,273.38,333.50,386.60,412.72,454.45,66.60
Input Sequence Length (tokens),162.12,6.00,834.00,8106.00,6.49,7.00,8.80,14.00,133.00,249.75,349.40,491.35,781.08,182.30
Inter Chunk Latency (ms),69.25,3.68,263.93,452956.90,38.46,52.17,56.14,59.75,66.30,73.37,76.44,96.00,171.33,20.58
Inter Token Latency (ms),68.62,49.76,72.85,3430.79,50.69,58.94,63.21,67.79,70.48,71.48,72.02,72.49,72.73,4.90
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),131.82,29.00,249.00,6591.00,38.80,67.40,84.10,104.25,127.50,157.25,178.80,195.10,245.08,42.38
Output Token Count (tokens),131.82,29.00,249.00,6591.00,38.80,67.40,84.10,104.25,127.50,157.25,178.80,195.10,245.08,42.38
