Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),62.04,15.29,117.10,,,,,,68.24,,70.77,71.55,73.75,11.79
Active Decode Throughput Per User (tokens/sec/user),23.02,10.02,47.00,,,,,,23.12,,23.85,24.20,25.04,1.04
Active Prefill Throughput (tokens/sec),128.28,34.75,138.49,,,,,,138.49,,138.49,138.49,138.49,22.17
Active Prefill Throughput Per User (tokens/sec/user),45.10,34.75,51.87,,,,,,46.16,,46.16,46.16,46.16,2.31
Active Total Throughput (tokens/sec),65.76,23.17,138.49,,,,,,69.07,,69.07,69.07,138.49,18.65
Credit-to-Start Latency (ms),1.19,1.11,1.31,3.58,1.11,1.11,1.12,1.14,1.17,1.24,1.28,1.29,1.30,0.08
Decode Duration (ms),6684.54,5377.76,7380.84,20053.63,5416.10,5569.49,5761.21,6336.39,7295.03,7337.93,7363.68,7372.26,7379.12,924.70
E2E Output Token Throughput (tokens/sec/user),22.01,21.81,22.18,66.02,21.81,21.83,21.85,21.92,22.04,22.11,22.15,22.16,22.18,0.15
Effective Concurrency,2.72,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.47
Effective Decode Concurrency,2.58,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.72
Effective Decode Throughput (tokens/sec),59.55,0.00,117.10,,,,,,67.93,,70.70,71.55,73.75,16.79
Effective Decode Throughput Per User (tokens/sec/user),22.09,0.00,47.00,,,,,,23.08,,23.85,24.20,24.58,4.63
Effective Latency (CO-aware) (ms),7038.07,5687.63,7756.13,21114.21,5727.29,5885.92,6084.20,6679.04,7670.44,7713.29,7738.99,7747.56,7754.41,955.54
Effective Prefill Concurrency,0.14,0.00,3.00,,,,,,0.00,,0.00,0.00,3.00,0.61
Effective Prefill Throughput (tokens/sec),6.19,0.00,138.49,,,,,,0.00,,0.00,0.00,138.49,27.91
Effective Prefill Throughput Per User (tokens/sec/user),2.18,0.00,51.87,,,,,,0.00,,0.00,0.00,46.16,9.68
Effective Total Throughput (tokens/sec),65.74,0.00,138.49,,,,,,69.07,,69.07,69.07,138.49,18.68
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,154.67,124.00,171.00,464.00,124.90,128.50,133.00,146.50,169.00,170.00,170.60,170.80,170.96,21.70
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.97,0.94,1.01,2.92,0.94,0.95,0.95,0.95,0.97,0.99,1.00,1.01,1.01,0.03
HTTP Connection Overhead (ms),1.47,1.44,1.53,4.42,1.44,1.44,1.44,1.44,1.45,1.49,1.51,1.52,1.53,0.04
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),39.69,31.88,43.87,119.06,32.11,33.02,34.17,37.59,43.31,43.59,43.76,43.81,43.86,5.52
HTTP Data Sent (KB),0.22,0.21,0.23,0.66,0.21,0.21,0.21,0.22,0.23,0.23,0.23,0.23,0.23,0.01
HTTP DNS Lookup (ms),0.50,0.48,0.52,1.50,0.48,0.48,0.48,0.49,0.50,0.51,0.52,0.52,0.52,0.02
HTTP Duration (excl. conn) (ms),7036.70,5686.29,7754.83,21110.09,5725.95,5884.56,6082.83,6677.63,7668.97,7711.90,7737.66,7746.24,7753.11,955.52
HTTP Receiving (ms),6684.58,5377.82,7380.87,20053.74,5416.16,5569.54,5761.27,6336.44,7295.05,7337.96,7363.71,7372.29,7379.15,924.68
HTTP Sending (ms),1.35,1.30,1.40,4.06,1.31,1.31,1.31,1.33,1.35,1.38,1.39,1.39,1.40,0.04
HTTP Total Time (ms),7038.17,5687.74,7756.36,21114.51,5727.39,5886.00,6084.27,6679.08,7670.42,7713.39,7739.17,7747.77,7754.64,955.55
HTTP Waiting (TTFB) (ms),350.76,307.12,372.61,1052.29,308.43,313.66,320.21,339.84,372.56,372.59,372.60,372.61,372.61,30.86
Input Sequence Length (tokens),16.00,13.00,18.00,48.00,13.08,13.40,13.80,15.00,17.00,17.50,17.80,17.90,17.98,2.16
Inter Chunk Latency (ms),43.50,36.48,65.39,20053.63,40.46,41.42,42.04,42.74,43.37,44.07,45.06,45.77,47.37,1.71
Inter Token Latency (ms),43.44,43.16,43.72,130.31,43.17,43.19,43.21,43.29,43.42,43.57,43.66,43.69,43.72,0.23
