Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),131.79,0.00,264.53,,,,,,144.39,,164.25,169.24,182.14,31.32
Active Decode Throughput Per User (tokens/sec/user),84.59,0.00,227.40,,,,,,80.54,,105.93,110.76,118.95,16.53
Active Prefill Throughput (tokens/sec),1369.16,124.53,2049.32,,,,,,2049.32,,2049.32,2049.32,2049.32,886.44
Active Prefill Throughput Per User (tokens/sec/user),1336.98,124.53,2049.32,,,,,,2049.32,,2049.32,2049.32,2049.32,927.41
Active Total Throughput (tokens/sec),170.63,75.25,2124.57,,,,,,152.34,,168.39,168.39,2124.57,268.59
Credit-to-Start Latency (ms),2.19,1.37,3.62,6.57,1.38,1.39,1.41,1.47,1.57,2.60,3.21,3.42,3.58,1.02
Decode Duration (ms),7568.73,6381.79,8970.52,22706.20,6401.23,6479.00,6576.21,6867.84,7353.89,8162.20,8647.19,8808.85,8938.18,1067.70
E2E Output Token Throughput (tokens/sec/user),80.03,74.53,90.11,240.09,74.54,74.62,74.71,74.99,75.45,82.78,87.18,88.65,89.82,7.14
Effective Concurrency,1.64,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.48
Effective Decode Concurrency,1.60,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.50
Effective Decode Throughput (tokens/sec),130.81,0.00,264.53,,,,,,144.38,,163.94,169.03,182.14,33.18
Effective Decode Throughput Per User (tokens/sec/user),83.97,0.00,227.40,,,,,,80.45,,105.93,110.76,118.95,17.99
Effective Latency (CO-aware) (ms),7741.35,6535.74,9072.16,23224.05,6557.35,6643.78,6751.82,7075.94,7616.14,8344.15,8780.96,8926.56,9043.04,1039.27
Effective Prefill Concurrency,0.04,0.00,2.00,,,,,,0.00,,0.00,0.00,1.00,0.22
Effective Prefill Throughput (tokens/sec),39.77,0.00,2049.32,,,,,,0.00,,0.00,0.00,2049.32,275.12
Effective Prefill Throughput Per User (tokens/sec/user),38.83,0.00,2049.32,,,,,,0.00,,0.00,0.00,2049.32,274.57
Effective Total Throughput (tokens/sec),170.58,0.00,2124.57,,,,,,152.34,,168.39,168.39,2124.57,268.57
