Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),60.01,0.00,3476.64,,,,,,67.26,,70.67,72.16,73.79,16.71
Active Decode Throughput Per User (tokens/sec/user),22.21,0.00,3476.64,,,,,,22.43,,23.56,24.05,24.60,10.62
Active Prefill Throughput (tokens/sec),258.43,91.71,292.44,,,,,,292.44,,292.44,292.44,292.44,57.44
Active Prefill Throughput Per User (tokens/sec/user),93.27,80.93,130.59,,,,,,97.48,,97.48,97.48,97.48,7.39
Active Total Throughput (tokens/sec),61.30,22.21,292.44,,,,,,67.16,,67.16,67.16,67.16,19.60
Credit-to-Start Latency (ms),1.33,1.09,1.46,3.98,1.09,1.12,1.16,1.26,1.44,1.45,1.46,1.46,1.46,0.17
Decode Duration (ms),27612.99,21614.38,30795.14,82838.96,21790.68,22495.88,23377.39,26021.91,30429.44,30612.29,30722.00,30758.57,30787.83,4244.28
E2E Output Token Throughput (tokens/sec/user),22.29,22.08,22.66,66.86,22.08,22.08,22.09,22.10,22.11,22.39,22.55,22.61,22.65,0.27
Effective Concurrency,2.69,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.49
Effective Decode Concurrency,2.67,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.52
Effective Decode Throughput (tokens/sec),59.74,0.00,3476.64,,,,,,67.19,,70.67,72.16,73.79,17.16
Effective Decode Throughput Per User (tokens/sec/user),22.11,0.00,3476.64,,,,,,22.42,,23.56,24.05,24.60,10.70
Effective Latency (CO-aware) (ms),27783.83,21753.30,30981.94,83351.48,21930.56,22639.59,23525.89,26184.77,30616.23,30799.09,30908.80,30945.37,30974.63,4266.84
Effective Prefill Concurrency,0.02,0.00,3.00,,,,,,0.00,,0.00,0.00,0.00,0.21
Effective Prefill Throughput (tokens/sec),1.55,0.00,292.44,,,,,,0.00,,0.00,0.00,0.00,20.44
Effective Prefill Throughput Per User (tokens/sec/user),0.56,0.00,130.59,,,,,,0.00,,0.00,0.00,0.00,7.22
Effective Total Throughput (tokens/sec),61.29,0.00,292.44,,,,,,67.16,,67.16,67.16,67.16,19.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,618.00,493.00,685.00,1854.00,496.66,511.30,529.60,584.50,676.00,680.50,683.20,684.10,684.82,88.46
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.22,0.89,1.38,3.65,0.90,0.94,0.99,1.13,1.37,1.38,1.38,1.38,1.38,0.23
HTTP Connection Overhead (ms),1.70,1.29,1.92,5.10,1.30,1.35,1.41,1.59,1.89,1.91,1.92,1.92,1.92,0.29
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),157.44,125.68,174.49,472.31,126.61,130.33,134.97,148.91,172.13,173.31,174.02,174.26,174.45,22.47
HTTP Data Sent (KB),0.22,0.21,0.23,0.66,0.21,0.21,0.21,0.22,0.23,0.23,0.23,0.23,0.23,0.01
HTTP DNS Lookup (ms),0.48,0.40,0.54,1.45,0.40,0.41,0.42,0.46,0.52,0.53,0.53,0.54,0.54,0.06
HTTP Duration (excl. conn) (ms),27782.28,21752.04,30980.28,83346.85,21929.29,22638.29,23524.54,26183.28,30614.52,30797.40,30907.13,30943.70,30972.97,4266.64
HTTP Receiving (ms),27613.03,21614.42,30795.19,82839.09,21790.72,22495.93,23377.43,26021.95,30429.49,30612.34,30722.05,30758.62,30787.87,4244.29
HTTP Sending (ms),1.72,1.29,1.98,5.16,1.30,1.35,1.41,1.59,1.90,1.94,1.96,1.97,1.98,0.31
HTTP Total Time (ms),27783.98,21753.33,30982.17,83351.95,21930.59,22639.64,23525.95,26184.89,30616.45,30799.31,30909.03,30945.60,30974.86,4266.93
HTTP Waiting (TTFB) (ms),167.53,136.33,183.20,502.59,137.27,141.01,145.68,159.70,183.06,183.13,183.17,183.18,183.20,22.06
Input Sequence Length (tokens),16.00,13.00,18.00,48.00,13.08,13.40,13.80,15.00,17.00,17.50,17.80,17.90,17.98,2.16
Inter Chunk Latency (ms),44.75,0.29,54.78,82838.96,40.57,41.39,42.27,43.37,44.34,46.04,48.18,49.00,50.61,2.51
Inter Token Latency (ms),44.68,43.93,45.08,134.03,43.95,44.04,44.15,44.48,45.02,45.05,45.07,45.07,45.08,0.53
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),618.00,493.00,685.00,1854.00,496.66,511.30,529.60,584.50,676.00,680.50,683.20,684.10,684.82,88.46
Output Token Count (tokens),618.00,493.00,685.00,1854.00,496.66,511.30,529.60,584.50,676.00,680.50,683.20,684.10,684.82,88.46
Output Token Throughput Per User (tokens/sec/user),22.39,22.18,22.76,67.16,22.18,22.19,22.19,22.20,22.21,22.49,22.65,22.71,22.75,0.27
Prefill Throughput Per User (tokens/sec/user),97.48,70.14,130.59,292.44,70.57,72.30,74.46,80.93,91.71,111.15,122.81,126.70,129.81,25.01
Request Latency (ms),27782.50,21752.22,30980.50,83347.49,21929.47,22638.47,23524.73,26183.50,30614.78,30797.64,30907.35,30943.93,30973.18,4266.67
Time to First Output Token (ms),169.51,137.84,185.36,508.53,138.79,142.59,147.34,161.59,185.34,185.35,185.35,185.35,185.36,22.39
Time to First Token (ms),169.51,137.84,185.36,508.53,138.79,142.59,147.34,161.59,185.34,185.35,185.35,185.35,185.36,22.39
Time to Second Token (ms),45.05,43.66,47.77,135.16,43.66,43.66,43.67,43.70,43.74,45.75,46.96,47.37,47.69,1.92
Tokens In Flight (tokens),899.77,0.00,1525.00,,,,,,1036.00,,1357.00,1423.00,1504.00,409.93

Metric,Value
Benchmark Duration (sec),30.98
Input Token Throughput (tokens/sec),1.55
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),59.83
Request Count,3.00
Request Throughput (requests/sec),0.10
Total Input Sequence Length (tokens),48.00
Total Output Sequence Length (tokens),1854.00
Total Output Tokens (tokens),1854.00
Total Token Throughput (tokens/sec),61.38
