Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),93.48,0.00,29096.41,,,,,,92.18,,111.00,117.08,129.28,22.24
Active Decode Throughput Per User (tokens/sec/user),93.48,0.00,29096.41,,,,,,92.18,,111.00,117.08,129.28,22.24
Active Prefill Throughput (tokens/sec),3449.37,92.51,4559.64,,,,,,3809.87,,4535.53,4543.94,4559.64,1192.76
Active Prefill Throughput Per User (tokens/sec/user),3449.37,92.51,4559.64,,,,,,3809.87,,4535.53,4543.94,4559.64,1192.76
Active Total Throughput (tokens/sec),267.29,83.74,4559.64,,,,,,91.99,,108.36,120.51,4366.02,791.69
Credit-to-Start Latency (ms),1.98,0.49,18.72,99.16,0.54,0.65,0.85,0.92,1.17,1.71,3.71,5.02,13.56,2.75
Decode Duration (ms),5455.75,1252.34,11119.91,272787.47,1659.42,2907.15,3790.16,4433.88,5133.76,6612.94,7431.18,8379.91,10130.23,1779.48
E2E Output Token Throughput (tokens/sec/user),88.92,67.82,108.20,4445.85,72.25,78.04,81.08,83.08,86.29,94.52,101.53,105.81,107.96,8.75
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.03
Effective Decode Concurrency,0.95,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.22
Effective Decode Throughput (tokens/sec),88.56,0.00,29096.41,,,,,,90.99,,110.53,116.65,128.89,30.07
Effective Decode Throughput Per User (tokens/sec/user),88.56,0.00,29096.41,,,,,,90.99,,110.53,116.65,128.89,30.07
Effective Latency (CO-aware) (ms),5757.10,1682.40,11799.89,287855.08,1937.95,3233.00,4039.36,4655.89,5351.22,6851.65,7856.79,8873.94,10628.11,1833.90
Effective Prefill Concurrency,0.05,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.22
Effective Prefill Throughput (tokens/sec),178.49,0.00,4559.64,,,,,,0.00,,0.00,117.32,4366.02,810.82
Effective Prefill Throughput Per User (tokens/sec/user),178.49,0.00,4559.64,,,,,,0.00,,0.00,117.32,4366.02,810.82
Effective Total Throughput (tokens/sec),267.05,0.00,4559.64,,,,,,91.99,,108.36,117.32,4366.02,791.39
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,179.00,41.00,360.00,8950.00,54.72,97.65,125.20,143.50,168.00,217.25,244.00,272.95,331.09,57.79
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),51.47,12.12,102.85,2573.31,16.01,28.34,36.16,41.49,48.35,62.18,69.99,78.26,94.66,16.44
HTTP Data Sent (KB),4.63,0.17,17.65,231.26,0.17,0.18,0.19,0.45,3.49,6.47,10.85,12.72,16.50,4.41
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),5754.97,1680.78,11798.06,287748.58,1936.23,3231.69,4034.73,4654.37,5350.07,6850.67,7856.02,8872.97,10626.59,1834.25
HTTP Receiving (ms),5457.07,1252.35,11136.57,272853.52,1674.68,2907.18,3790.19,4433.90,5133.77,6612.93,7431.19,8379.92,10138.73,1779.52
HTTP Sending (ms),0.37,0.10,6.14,18.56,0.10,0.10,0.10,0.14,0.20,0.28,0.34,0.57,4.24,0.88
HTTP Total Time (ms),5754.97,1680.78,11798.06,287748.58,1936.23,3231.69,4034.73,4654.37,5350.07,6850.67,7856.02,8872.97,10626.59,1834.25
HTTP Waiting (TTFB) (ms),297.53,74.45,889.58,14876.51,75.28,78.07,85.64,111.57,257.29,409.83,567.00,666.95,820.26,197.72
Input Sequence Length (tokens),1028.12,8.00,3785.00,51406.00,8.00,8.45,9.00,64.75,732.50,1495.75,2575.90,2883.95,3531.67,978.09
