Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),39.56,0.00,308.51,,,,,,28.78,,53.95,54.45,55.16,13.56
Active Decode Throughput Per User (tokens/sec/user),27.01,0.00,308.51,,,,,,27.16,,28.26,28.61,29.36,4.81
Active Prefill Throughput (tokens/sec),633.10,97.29,880.30,,,,,,880.30,,880.30,880.30,880.30,325.91
Active Prefill Throughput Per User (tokens/sec/user),595.97,97.29,880.30,,,,,,880.30,,880.30,880.30,880.30,374.86
Active Total Throughput (tokens/sec),54.01,26.09,906.39,,,,,,27.77,,52.56,53.86,906.39,106.35
Credit-to-Start Latency (ms),1.48,1.29,1.60,4.44,1.30,1.32,1.34,1.42,1.55,1.57,1.59,1.59,1.60,0.13
Decode Duration (ms),6461.24,5705.32,7238.99,19383.73,5720.00,5778.73,5852.14,6072.37,6439.42,6839.21,7079.08,7159.04,7223.00,626.31
E2E Output Token Throughput (tokens/sec/user),26.36,25.79,27.17,79.08,25.80,25.83,25.86,25.96,26.12,26.65,26.96,27.06,27.15,0.59
Effective Concurrency,1.49,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.50
Effective Decode Concurrency,1.46,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.52
Effective Decode Throughput (tokens/sec),39.21,0.00,308.51,,,,,,28.75,,53.94,54.44,55.16,14.00
Effective Decode Throughput Per User (tokens/sec/user),26.77,0.00,308.51,,,,,,27.14,,28.26,28.59,29.36,5.41
Effective Latency (CO-aware) (ms),6603.58,5819.84,7436.81,19810.74,5834.53,5893.27,5966.69,6186.96,6554.08,6995.45,7260.27,7348.54,7419.16,661.05
Effective Prefill Concurrency,0.03,0.00,2.00,,,,,,0.00,,0.00,0.00,1.00,0.22
Effective Prefill Throughput (tokens/sec),14.78,0.00,880.30,,,,,,0.00,,0.00,0.00,880.30,107.79
Effective Prefill Throughput Per User (tokens/sec/user),13.91,0.00,880.30,,,,,,0.00,,0.00,0.00,880.30,106.67
Effective Total Throughput (tokens/sec),53.99,0.00,906.39,,,,,,27.77,,52.56,53.86,906.39,106.34
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,174.33,152.00,202.00,523.00,152.34,153.70,155.40,160.50,169.00,185.50,195.40,198.70,201.34,20.76
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.88,0.00,1.35,2.65,0.03,0.13,0.26,0.65,1.30,1.33,1.34,1.34,1.35,0.63
HTTP Connection Overhead (ms),1.27,0.00,1.94,3.81,0.04,0.19,0.37,0.93,1.87,1.91,1.93,1.93,1.94,0.90
HTTP Connection Reused (ratio),0.33,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.80,0.90,0.98,0.47
HTTP Data Received (KB),44.36,38.71,51.37,133.07,38.79,39.13,39.56,40.85,42.99,47.18,49.70,50.53,51.21,5.26
HTTP Data Sent (KB),0.47,0.21,0.99,1.42,0.21,0.21,0.21,0.22,0.22,0.60,0.83,0.91,0.97,0.36
HTTP DNS Lookup (ms),0.39,0.00,0.59,1.16,0.01,0.06,0.11,0.28,0.56,0.58,0.59,0.59,0.59,0.27
HTTP Duration (excl. conn) (ms),6601.85,5818.02,7435.37,19805.56,5832.70,5891.44,5964.85,6185.09,6552.17,6993.77,7258.73,7347.05,7417.71,661.21
HTTP Receiving (ms),6461.28,5705.36,7239.02,19383.83,5720.04,5778.77,5852.18,6072.41,6439.46,6839.24,7079.10,7159.06,7223.02,626.30
HTTP Sending (ms),1.35,0.32,1.91,4.06,0.35,0.47,0.62,1.08,1.83,1.87,1.89,1.90,1.91,0.73
HTTP Total Time (ms),6603.12,5819.89,7435.37,19809.37,5834.57,5893.31,5966.73,6187.00,6554.11,6994.74,7259.12,7347.24,7417.74,660.43
HTTP Waiting (TTFB) (ms),139.22,110.80,196.03,417.67,110.80,110.80,110.81,110.82,110.84,153.43,178.99,187.51,194.33,40.17
Input Sequence Length (tokens),65.33,11.00,173.00,196.00,11.02,11.10,11.20,11.50,12.00,92.50,140.80,156.90,169.78,76.13
Inter Chunk Latency (ms),37.28,3.24,92.45,19383.73,34.13,35.15,35.54,36.38,37.18,38.09,38.74,39.06,40.17,3.43
Inter Token Latency (ms),37.38,36.01,38.33,112.13,36.05,36.19,36.37,36.90,37.78,38.06,38.22,38.28,38.32,0.99
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),174.33,152.00,202.00,523.00,152.34,153.70,155.40,160.50,169.00,185.50,195.40,198.70,201.34,20.76
