Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),35.67,0.00,86.67,,,,,,22.59,,62.98,64.78,67.40,18.00
Active Decode Throughput Per User (tokens/sec/user),21.29,0.00,43.97,,,,,,21.36,,22.59,22.81,23.46,0.99
Active Prefill Throughput (tokens/sec),180.60,52.96,218.05,,,,,,218.05,,218.05,218.05,218.05,69.09
Active Prefill Throughput Per User (tokens/sec/user),68.23,52.96,82.54,,,,,,72.68,,72.68,72.68,72.68,8.25
Active Total Throughput (tokens/sec),39.98,21.32,218.05,,,,,,21.32,,62.61,62.61,218.05,32.52
Credit-to-Start Latency (ms),1.46,1.12,1.64,4.39,1.13,1.17,1.22,1.37,1.63,1.64,1.64,1.64,1.64,0.24
Decode Duration (ms),4450.35,2327.98,7878.20,13351.06,2344.32,2409.67,2491.36,2736.43,3144.88,5511.54,6931.53,7404.87,7783.53,2446.69
E2E Output Token Throughput (tokens/sec/user),20.04,19.57,20.98,60.13,19.57,19.57,19.57,19.57,19.58,20.28,20.70,20.84,20.96,0.67
Effective Concurrency,1.73,0.00,3.00,,,,,,1.00,,3.00,3.00,3.00,0.91
Effective Decode Concurrency,1.66,0.00,3.00,,,,,,1.00,,3.00,3.00,3.00,0.91
Effective Decode Throughput (tokens/sec),34.87,0.00,86.67,,,,,,22.54,,62.98,64.78,67.40,18.56
Effective Decode Throughput Per User (tokens/sec/user),20.82,0.00,43.97,,,,,,21.35,,22.54,22.81,23.46,3.29
Effective Latency (CO-aware) (ms),4644.48,2504.98,8055.36,13933.43,2522.34,2591.79,2678.60,2939.04,3373.09,5714.22,7118.90,7587.13,7961.71,2437.76
Effective Prefill Concurrency,0.07,0.00,3.00,,,,,,0.00,,0.00,0.00,3.00,0.44
Effective Prefill Throughput (tokens/sec),5.09,0.00,218.05,,,,,,0.00,,0.00,0.00,218.05,32.05
Effective Prefill Throughput Per User (tokens/sec/user),1.92,0.00,82.54,,,,,,0.00,,0.00,0.00,72.68,11.37
Effective Total Throughput (tokens/sec),39.96,0.00,218.05,,,,,,21.32,,62.61,62.61,218.05,32.52
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,94.33,49.00,168.00,283.00,49.34,50.70,52.40,57.50,66.00,117.00,147.60,157.80,165.96,52.55
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.06,0.97,1.18,3.19,0.97,0.98,0.99,1.00,1.04,1.11,1.15,1.17,1.18,0.09
HTTP Connection Overhead (ms),1.52,1.45,1.63,4.55,1.45,1.46,1.46,1.46,1.46,1.55,1.60,1.62,1.63,0.08
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),24.35,12.80,43.10,73.04,12.89,13.24,13.67,14.97,17.14,30.12,37.91,40.50,42.58,13.38
HTTP Data Sent (KB),0.21,0.20,0.24,0.64,0.20,0.20,0.20,0.20,0.20,0.22,0.23,0.24,0.24,0.02
HTTP DNS Lookup (ms),0.45,0.42,0.49,1.36,0.42,0.42,0.42,0.43,0.45,0.47,0.48,0.49,0.49,0.03
HTTP Duration (excl. conn) (ms),4642.79,2503.67,8053.51,13928.38,2521.02,2590.42,2677.18,2937.43,3371.19,5712.35,7117.05,7585.28,7959.86,2437.61
HTTP Receiving (ms),4450.39,2328.00,7878.23,13351.16,2344.34,2409.69,2491.39,2736.46,3144.93,5511.58,6931.57,7404.90,7783.56,2446.69
HTTP Sending (ms),1.52,1.34,1.81,4.55,1.34,1.35,1.35,1.37,1.39,1.60,1.73,1.77,1.80,0.21
HTTP Total Time (ms),4644.31,2505.13,8054.97,13932.93,2522.48,2591.90,2678.67,2938.98,3372.83,5713.90,7118.54,7586.76,7961.33,2437.58
HTTP Waiting (TTFB) (ms),190.89,173.94,224.45,572.67,173.95,173.97,174.01,174.11,174.28,199.37,214.42,219.44,223.45,23.73
Input Sequence Length (tokens),13.67,11.00,18.00,41.00,11.02,11.10,11.20,11.50,12.00,15.00,16.80,17.40,17.88,3.09
Inter Chunk Latency (ms),47.68,42.49,53.36,13351.06,43.25,44.19,44.83,46.01,47.65,49.18,50.56,51.73,52.73,2.22
Inter Token Latency (ms),47.93,46.89,48.50,143.78,46.92,47.04,47.19,47.64,48.38,48.44,48.48,48.49,48.50,0.73
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),94.67,49.00,169.00,284.00,49.34,50.70,52.40,57.50,66.00,117.50,148.40,158.70,166.94,53.02
Output Token Count (tokens),94.67,49.00,169.00,284.00,49.34,50.70,52.40,57.50,66.00,117.50,148.40,158.70,166.94,53.02
Output Token Throughput Per User (tokens/sec/user),20.87,20.62,21.32,62.61,20.62,20.62,20.63,20.64,20.67,21.00,21.19,21.26,21.31,0.32
Prefill Throughput Per User (tokens/sec/user),72.68,52.96,102.55,218.05,53.16,53.92,54.88,57.75,62.54,82.54,94.55,98.55,101.75,21.47
Request Latency (ms),4643.01,2503.86,8053.73,13929.04,2521.21,2590.62,2677.38,2937.66,3371.45,5712.59,7117.27,7585.50,7960.08,2437.61
Time to First Output Token (ms),192.66,175.53,226.57,577.98,175.54,175.57,175.60,175.71,175.88,201.22,216.43,221.50,225.55,23.98
Time to First Token (ms),192.66,175.53,226.57,577.98,175.54,175.57,175.60,175.71,175.88,201.22,216.43,221.50,225.55,23.98
Time to Second Token (ms),50.40,49.00,51.12,151.19,49.04,49.20,49.41,50.03,51.07,51.10,51.11,51.12,51.12,0.99
Tokens In Flight (tokens),128.07,0.00,187.29,,,,,,133.18,,172.92,179.96,184.99,36.20

Metric,Value
Benchmark Duration (sec),8.05
Input Token Throughput (tokens/sec),5.09
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),35.25
Request Count,3.00
Request Throughput (requests/sec),0.37
Total Input Sequence Length (tokens),41.00
Total Output Sequence Length (tokens),284.00
Total Output Tokens (tokens),284.00
Total Token Throughput (tokens/sec),40.33
