Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),110.57,0.00,311.40,,,,,,109.68,,128.26,135.41,148.99,16.57
Active Decode Throughput Per User (tokens/sec/user),110.57,0.00,311.40,,,,,,109.68,,128.26,135.41,148.99,16.57
Active Prefill Throughput (tokens/sec),1792.19,76.60,3373.89,,,,,,1948.24,,3246.17,3266.99,3373.89,1109.41
Active Prefill Throughput Per User (tokens/sec/user),1792.19,76.60,3373.89,,,,,,1948.24,,3246.17,3266.99,3373.89,1109.41
Active Total Throughput (tokens/sec),288.33,76.60,3373.89,,,,,,111.15,,142.42,1976.66,3246.17,630.51
Credit-to-Start Latency (ms),1.08,0.58,2.09,54.14,0.59,0.62,0.70,0.82,1.02,1.25,1.57,1.69,1.93,0.35
Decode Duration (ms),1141.57,208.49,2435.81,57078.55,329.56,569.78,675.91,892.53,1096.91,1349.43,1690.15,1831.48,2195.22,418.13
E2E Output Token Throughput (tokens/sec/user),100.44,75.06,118.91,5022.20,77.81,83.30,87.65,96.39,101.90,106.29,109.19,111.45,118.11,8.89
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.04
Effective Decode Concurrency,0.89,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.31
Effective Decode Throughput (tokens/sec),98.71,0.00,311.40,,,,,,107.84,,126.74,134.67,146.97,37.63
Effective Decode Throughput Per User (tokens/sec/user),98.71,0.00,311.40,,,,,,107.84,,126.74,134.67,146.97,37.63
Effective Latency (CO-aware) (ms),1278.51,297.95,2579.10,63925.49,410.39,669.91,823.77,1027.36,1279.64,1483.30,1811.50,1954.32,2327.55,418.64
Effective Prefill Concurrency,0.11,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.31
Effective Prefill Throughput (tokens/sec),189.11,0.00,3373.89,,,,,,0.00,,112.53,1976.66,3246.17,658.05
Effective Prefill Throughput Per User (tokens/sec/user),189.11,0.00,3373.89,,,,,,0.00,,112.53,1976.66,3246.17,658.05
Effective Total Throughput (tokens/sec),287.82,0.00,3373.89,,,,,,111.15,,142.42,1976.66,3246.17,630.07
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,44.54,9.00,94.00,2227.00,13.90,22.80,26.80,35.00,42.50,52.75,65.30,70.75,84.20,15.85
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),13.15,2.97,27.16,657.50,4.35,6.91,8.17,10.42,12.60,15.52,19.04,20.60,24.34,4.50
HTTP Data Sent (KB),1.41,0.19,5.44,70.74,0.19,0.19,0.20,0.24,1.01,1.81,3.43,4.26,5.11,1.35
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1277.32,296.26,2577.73,63865.91,409.12,668.68,822.99,1026.17,1278.68,1481.65,1810.59,1953.42,2326.45,418.69
HTTP Receiving (ms),1142.40,208.49,2435.84,57120.14,329.56,569.78,675.91,892.54,1096.93,1349.43,1690.15,1831.48,2195.23,418.11
HTTP Sending (ms),0.21,0.09,0.36,10.53,0.09,0.09,0.10,0.14,0.23,0.26,0.29,0.30,0.34,0.07
HTTP Total Time (ms),1277.32,296.26,2577.73,63865.91,409.12,668.68,822.99,1026.17,1278.68,1481.65,1810.59,1953.42,2326.45,418.69
