Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),95.47,0.00,5992.28,,,,,,94.98,,110.09,114.71,123.13,14.35
Active Decode Throughput Per User (tokens/sec/user),95.47,0.00,5992.28,,,,,,94.98,,110.09,114.71,123.13,14.35
Active Prefill Throughput (tokens/sec),3344.28,74.36,4818.59,,,,,,3802.43,,4555.95,4663.76,4818.59,1336.37
Active Prefill Throughput Per User (tokens/sec/user),3344.28,74.36,4818.59,,,,,,3802.43,,4555.95,4663.76,4818.59,1336.37
Active Total Throughput (tokens/sec),246.68,74.36,4818.59,,,,,,94.32,,107.00,110.90,4328.53,742.66
Credit-to-Start Latency (ms),1.33,0.71,2.73,66.63,0.71,0.74,0.79,0.98,1.22,1.60,2.07,2.13,2.57,0.47
Decode Duration (ms),5101.99,1021.83,8833.91,255099.36,1507.95,2853.61,3166.37,4047.44,5016.26,6245.50,6969.15,7494.23,8553.48,1623.59
E2E Output Token Throughput (tokens/sec/user),91.73,80.64,104.72,4586.34,80.76,81.32,83.43,87.85,91.29,96.02,101.12,103.07,104.29,6.41
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.03
Effective Decode Concurrency,0.95,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.21
Effective Decode Throughput (tokens/sec),90.97,0.00,5992.28,,,,,,94.25,,109.80,114.44,122.99,24.61
Effective Decode Throughput Per User (tokens/sec/user),90.97,0.00,5992.28,,,,,,94.25,,109.80,114.44,122.99,24.61
Effective Latency (CO-aware) (ms),5353.24,1117.66,9099.65,267661.93,1598.16,2950.02,3353.64,4299.23,5237.72,6532.27,7199.03,7601.79,8729.81,1610.88
Effective Prefill Concurrency,0.05,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.21
Effective Prefill Throughput (tokens/sec),155.56,0.00,4818.59,,,,,,0.00,,0.00,0.00,4328.53,760.98
Effective Prefill Throughput Per User (tokens/sec/user),155.56,0.00,4818.59,,,,,,0.00,,0.00,0.00,4328.53,760.98
Effective Total Throughput (tokens/sec),246.52,0.00,4818.59,,,,,,94.32,,107.00,110.90,4328.53,742.45
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,180.30,39.00,321.00,9015.00,55.66,97.95,114.30,145.00,183.50,216.75,256.10,271.05,300.91,57.77
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),51.80,11.58,91.59,2589.80,16.30,28.34,32.97,41.77,52.65,62.11,73.30,77.60,86.10,16.41
HTTP Data Sent (KB),3.95,0.19,16.11,197.58,0.19,0.20,0.20,0.24,3.06,5.95,10.04,11.79,15.01,4.05
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),5351.79,1115.13,9098.74,267589.32,1595.76,2948.02,3352.17,4298.02,5236.30,6530.90,7197.41,7600.87,8728.70,1611.02
