Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),170.78,0.00,344.57,,,,,,141.47,,239.05,260.20,292.98,54.74
Active Decode Throughput Per User (tokens/sec/user),104.45,0.00,262.26,,,,,,99.94,,138.46,141.47,146.64,29.38
Active Prefill Throughput (tokens/sec),283.64,122.48,336.05,,,,,,336.05,,336.05,336.05,336.05,66.10
Active Prefill Throughput Per User (tokens/sec/user),107.50,100.06,129.20,,,,,,112.02,,112.02,112.02,112.02,5.95
Active Total Throughput (tokens/sec),186.67,105.93,336.05,,,,,,181.88,,266.16,336.05,336.05,80.75
Credit-to-Start Latency (ms),1.30,1.10,1.54,3.89,1.11,1.12,1.13,1.17,1.24,1.39,1.48,1.51,1.54,0.18
Decode Duration (ms),1003.77,569.54,1585.95,3011.31,575.26,598.17,626.79,712.68,855.81,1220.88,1439.93,1512.94,1571.35,427.94
E2E Output Token Throughput (tokens/sec/user),78.04,67.67,97.07,234.11,67.71,67.84,68.01,68.52,69.37,83.22,91.53,94.30,96.51,13.47
Effective Concurrency,1.96,0.00,3.00,,,,,,2.00,,3.00,3.00,3.00,0.94
Effective Decode Concurrency,1.73,0.00,3.00,,,,,,1.00,,3.00,3.00,3.00,0.98
Effective Decode Throughput (tokens/sec),161.04,0.00,344.57,,,,,,139.45,,239.05,260.20,292.98,66.28
Effective Decode Throughput Per User (tokens/sec/user),98.50,0.00,262.26,,,,,,95.13,,138.46,139.68,146.64,37.42
Effective Latency (CO-aware) (ms),1140.17,725.62,1742.32,3420.50,730.16,748.31,771.01,839.09,952.56,1347.44,1584.37,1663.35,1726.53,435.75
Effective Prefill Concurrency,0.23,0.00,3.00,,,,,,0.00,,0.00,3.00,3.00,0.76
Effective Prefill Throughput (tokens/sec),25.22,0.00,336.05,,,,,,0.00,,0.00,336.05,336.05,83.09
Effective Prefill Throughput Per User (tokens/sec/user),9.56,0.00,129.20,,,,,,0.00,,0.00,112.02,112.02,30.65
Effective Total Throughput (tokens/sec),186.25,0.00,336.05,,,,,,181.88,,266.16,336.05,336.05,81.13
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,28.67,14.00,51.00,86.00,14.14,14.70,15.40,17.50,21.00,36.00,45.00,48.00,50.40,16.05
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.94,0.81,1.20,2.82,0.81,0.81,0.81,0.81,0.81,1.00,1.12,1.16,1.19,0.18
