Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),35.30,0.00,1747.55,,,,,,25.20,,47.84,48.37,50.20,16.85
Active Decode Throughput Per User (tokens/sec/user),24.09,0.00,1747.55,,,,,,24.20,,24.99,25.14,25.44,11.26
Active Prefill Throughput (tokens/sec),575.49,62.08,1059.44,,,,,,150.53,,1059.44,1059.44,1059.44,465.25
Active Prefill Throughput Per User (tokens/sec/user),545.53,62.08,1059.44,,,,,,75.27,,1059.44,1059.44,1059.44,493.23
Active Total Throughput (tokens/sec),48.16,23.53,1082.97,,,,,,24.56,,47.19,48.09,1082.97,110.20
Credit-to-Start Latency (ms),1.38,1.00,1.67,4.13,1.01,1.05,1.09,1.23,1.46,1.57,1.63,1.65,1.66,0.28
Decode Duration (ms),7235.09,6382.44,8184.04,21705.28,6397.57,6458.08,6533.71,6760.62,7138.80,7661.42,7974.99,8079.52,8163.14,738.65
E2E Output Token Throughput (tokens/sec/user),23.54,23.10,24.20,70.62,23.10,23.12,23.14,23.21,23.32,23.76,24.02,24.11,24.18,0.47
Effective Concurrency,1.49,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.50
Effective Decode Concurrency,1.46,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.52
Effective Decode Throughput (tokens/sec),34.97,0.00,1747.55,,,,,,25.17,,47.84,48.35,50.20,17.11
Effective Decode Throughput Per User (tokens/sec/user),23.87,0.00,1747.55,,,,,,24.18,,24.97,25.14,25.44,11.44
Effective Latency (CO-aware) (ms),7395.19,6519.56,8348.34,22185.57,6535.52,6599.37,6679.18,6918.61,7317.67,7833.00,8142.20,8245.27,8327.72,748.60
Effective Prefill Concurrency,0.03,0.00,2.00,,,,,,0.00,,0.00,0.00,1.00,0.22
Effective Prefill Throughput (tokens/sec),13.18,0.00,1059.44,,,,,,0.00,,0.00,0.00,1059.44,111.21
Effective Prefill Throughput Per User (tokens/sec/user),12.49,0.00,1059.44,,,,,,0.00,,0.00,0.00,1059.44,110.59
Effective Total Throughput (tokens/sec),48.14,0.00,1082.97,,,,,,24.56,,47.19,48.09,1082.97,110.19
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,174.00,152.00,201.00,522.00,152.34,153.70,155.40,160.50,169.00,185.00,194.60,197.80,200.36,20.31
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.73,0.00,1.17,2.20,0.02,0.10,0.21,0.52,1.03,1.10,1.14,1.16,1.17,0.52
HTTP Connection Overhead (ms),1.06,0.00,1.69,3.17,0.03,0.15,0.30,0.74,1.48,1.59,1.65,1.67,1.68,0.75
HTTP Connection Reused (ratio),0.33,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.80,0.90,0.98,0.47
HTTP Data Received (KB),44.60,38.98,51.49,133.80,39.07,39.42,39.85,41.16,43.34,47.41,49.86,50.67,51.32,5.18
HTTP Data Sent (KB),0.47,0.22,0.96,1.40,0.22,0.22,0.22,0.22,0.22,0.59,0.81,0.89,0.95,0.35
HTTP DNS Lookup (ms),0.32,0.00,0.52,0.97,0.01,0.05,0.09,0.23,0.45,0.48,0.50,0.51,0.52,0.23
HTTP Duration (excl. conn) (ms),7393.63,6517.86,8347.27,22180.89,6533.82,6597.65,6677.44,6916.81,7315.75,7831.51,8140.97,8244.12,8326.64,748.88
HTTP Receiving (ms),7235.12,6382.49,8184.04,21705.36,6397.61,6458.12,6533.75,6760.66,7138.83,7661.44,7975.00,8079.52,8163.14,738.63
HTTP Sending (ms),1.13,0.15,1.68,3.38,0.18,0.29,0.43,0.85,1.56,1.62,1.65,1.66,1.67,0.69
HTTP Total Time (ms),7394.69,6519.35,8347.27,22184.06,6535.31,6599.16,6678.97,6918.39,7317.44,7832.36,8141.30,8244.29,8326.67,748.24
HTTP Waiting (TTFB) (ms),157.38,133.82,175.25,472.15,134.41,136.75,139.67,148.45,163.07,169.16,172.82,174.03,175.01,17.39
Input Sequence Length (tokens),65.33,11.00,173.00,196.00,11.02,11.10,11.20,11.50,12.00,92.50,140.80,156.90,169.78,76.13
Inter Chunk Latency (ms),41.82,0.58,85.06,21705.28,38.52,39.97,40.32,40.91,41.88,42.40,42.95,43.73,45.62,4.46
Inter Token Latency (ms),41.83,40.72,42.49,125.48,40.75,40.87,41.03,41.49,42.27,42.38,42.45,42.47,42.49,0.79
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),174.33,152.00,202.00,523.00,152.34,153.70,155.40,160.50,169.00,185.50,195.40,198.70,201.34,20.76
Output Token Count (tokens),174.33,152.00,202.00,523.00,152.34,153.70,155.40,160.50,169.00,185.50,195.40,198.70,201.34,20.76
Output Token Throughput Per User (tokens/sec/user),23.92,23.53,24.56,71.75,23.54,23.55,23.56,23.60,23.66,24.11,24.38,24.47,24.54,0.46
Prefill Throughput Per User (tokens/sec/user),403.32,62.08,1059.44,1209.97,62.60,64.71,67.35,75.27,88.46,573.95,865.24,962.34,1040.02,464.07
Request Latency (ms),7393.81,6518.10,8347.34,22181.44,6534.06,6597.89,6677.68,6917.05,7316.00,7831.67,8141.07,8244.20,8326.71,748.81
Time to First Output Token (ms),158.72,135.66,177.20,476.16,136.21,138.42,141.18,149.48,163.29,170.25,174.42,175.81,176.93,17.27
Time to First Token (ms),158.72,135.66,177.20,476.16,136.21,138.42,141.18,149.48,163.29,170.25,174.42,175.81,176.93,17.27
Time to Second Token (ms),41.36,39.58,42.92,124.09,39.62,39.78,39.98,40.58,41.59,42.25,42.65,42.79,42.89,1.37
Tokens In Flight (tokens),236.48,0.00,375.00,,,,,,250.00,,347.86,359.92,370.98,92.51

Metric,Value
Benchmark Duration (sec),14.87
Input Token Throughput (tokens/sec),13.18
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),35.17
Request Count,3.00
Request Throughput (requests/sec),0.20
Total Input Sequence Length (tokens),196.00
Total Output Sequence Length (tokens),523.00
Total Output Tokens (tokens),523.00
Total Token Throughput (tokens/sec),48.35
