Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),25.98,0.00,263.97,,,,,,25.66,,27.23,27.64,28.84,6.56
Active Decode Throughput Per User (tokens/sec/user),25.98,0.00,263.97,,,,,,25.66,,27.23,27.64,28.84,6.56
Active Prefill Throughput (tokens/sec),35.67,2.39,829.99,,,,,,2.39,,29.69,29.69,829.99,155.97
Active Prefill Throughput Per User (tokens/sec/user),35.67,2.39,829.99,,,,,,2.39,,29.69,29.69,829.99,155.97
Active Total Throughput (tokens/sec),28.98,2.39,829.99,,,,,,25.75,,26.19,26.19,829.99,86.88
Credit-to-Start Latency (ms),1.11,0.57,1.52,3.32,0.59,0.64,0.70,0.90,1.22,1.37,1.46,1.49,1.52,0.40
Decode Duration (ms),4670.82,2786.88,6525.15,14012.47,2825.15,2978.23,3169.59,3743.66,4700.44,5612.80,6160.21,6342.68,6488.66,1526.29
E2E Output Token Throughput (tokens/sec/user),20.67,14.12,24.51,62.00,14.31,15.05,15.97,18.74,23.37,23.94,24.28,24.39,24.49,4.65
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.69,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.46
Effective Decode Throughput (tokens/sec),17.93,0.00,263.97,,,,,,25.05,,27.00,27.35,28.48,13.19
Effective Decode Throughput Per User (tokens/sec/user),17.93,0.00,263.97,,,,,,25.05,,27.00,27.35,28.48,13.19
Effective Latency (CO-aware) (ms),6765.12,3019.98,11967.38,20295.37,3065.74,3248.78,3477.59,4163.99,5308.00,8637.69,10635.51,11301.44,11834.19,3795.29
Effective Prefill Concurrency,0.31,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.46
Effective Prefill Throughput (tokens/sec),11.04,0.00,829.99,,,,,,0.00,,2.39,2.39,829.99,88.30
Effective Prefill Throughput Per User (tokens/sec/user),11.04,0.00,829.99,,,,,,0.00,,2.39,2.39,829.99,88.30
Effective Total Throughput (tokens/sec),28.97,0.00,829.99,,,,,,25.75,,26.19,26.19,829.99,86.87
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,122.33,74.00,169.00,367.00,75.00,79.00,84.00,99.00,124.00,146.50,160.00,164.50,168.10,38.80
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.42,0.00,1.27,1.27,0.00,0.00,0.00,0.00,0.00,0.64,1.02,1.15,1.25,0.60
HTTP Connection Overhead (ms),0.59,0.00,1.78,1.78,0.00,0.00,0.00,0.00,0.00,0.89,1.43,1.61,1.75,0.84
HTTP Connection Reused (ratio),0.67,0.00,1.00,2.00,0.02,0.10,0.20,0.50,1.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),30.97,18.88,42.65,92.91,19.13,20.13,21.38,25.13,31.39,37.02,40.40,41.52,42.42,9.71
HTTP Data Sent (KB),0.48,0.20,1.00,1.43,0.20,0.20,0.21,0.21,0.23,0.61,0.85,0.92,0.98,0.37
HTTP DNS Lookup (ms),0.17,0.00,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.26,0.41,0.46,0.50,0.24
HTTP Duration (excl. conn) (ms),6763.90,3019.35,11965.62,20291.69,3065.10,3248.09,3476.83,4163.04,5306.72,8636.17,10633.84,11299.73,11832.44,3794.86
HTTP Receiving (ms),4670.85,2786.90,6525.20,14012.56,2825.17,2978.25,3169.61,3743.68,4700.46,5612.83,6160.25,6342.72,6488.70,1526.30
HTTP Sending (ms),0.68,0.11,1.79,2.04,0.11,0.11,0.11,0.12,0.14,0.97,1.46,1.63,1.76,0.79
HTTP Total Time (ms),6764.49,3019.35,11967.41,20293.48,3065.10,3248.09,3476.83,4163.04,5306.72,8637.06,10635.27,11301.34,11834.19,3795.68
HTTP Waiting (TTFB) (ms),2092.37,232.32,5438.63,6277.10,239.79,269.70,307.08,419.23,606.15,3022.39,4472.14,4955.38,5341.98,2371.09
Input Sequence Length (tokens),74.67,13.00,193.00,224.00,13.10,13.50,14.00,15.50,18.00,105.50,158.00,175.50,189.50,83.70
Inter Chunk Latency (ms),38.50,3.79,43.79,14012.47,34.01,36.02,36.62,37.54,38.86,39.94,40.81,41.40,42.86,3.55
Inter Token Latency (ms),38.41,38.18,38.84,115.23,38.18,38.18,38.18,38.20,38.21,38.53,38.72,38.78,38.83,0.30
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),122.33,74.00,169.00,367.00,75.00,79.00,84.00,99.00,124.00,146.50,160.00,164.50,168.10,38.80
Output Token Count (tokens),122.33,74.00,169.00,367.00,75.00,79.00,84.00,99.00,124.00,146.50,160.00,164.50,168.10,38.80
Output Token Throughput Per User (tokens/sec/user),26.04,25.75,26.19,78.11,25.75,25.79,25.83,25.96,26.17,26.18,26.19,26.19,26.19,0.21
Prefill Throughput Per User (tokens/sec/user),287.36,2.39,829.99,862.07,2.94,5.12,7.85,16.04,29.69,429.84,669.93,749.96,813.99,383.86
Request Latency (ms),6764.02,3019.41,11965.86,20292.05,3065.16,3248.15,3476.88,4163.09,5306.78,8636.32,10634.04,11299.95,11832.68,3794.94
Time to First Output Token (ms),2093.19,232.53,5440.71,6279.58,240.01,269.91,307.29,419.44,606.34,3023.52,4473.83,4957.27,5344.02,2371.96
Time to First Token (ms),2093.19,232.53,5440.71,6279.58,240.01,269.91,307.29,419.44,606.34,3023.52,4473.83,4957.27,5344.02,2371.96
Time to Second Token (ms),34.95,33.86,36.90,104.86,33.86,33.88,33.91,33.98,34.11,35.50,36.34,36.62,36.84,1.38
Tokens In Flight (tokens),87.34,0.00,267.00,,,,,,69.00,,213.00,239.00,260.00,75.31

Metric,Value
Benchmark Duration (sec),20.30
Input Token Throughput (tokens/sec),11.04
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),18.08
Request Count,3.00
Request Throughput (requests/sec),0.15
Total Input Sequence Length (tokens),224.00
Total Output Sequence Length (tokens),367.00
Total Output Tokens (tokens),367.00
Total Token Throughput (tokens/sec),29.11
