Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),45.09,0.00,217.51,,,,,,33.71,,61.76,62.86,64.10,14.24
Active Decode Throughput Per User (tokens/sec/user),30.58,0.00,217.51,,,,,,30.76,,32.76,33.12,33.74,3.02
Active Prefill Throughput (tokens/sec),1483.64,70.62,2337.89,,,,,,2337.89,,2337.89,2337.89,2337.89,1073.48
Active Prefill Throughput Per User (tokens/sec/user),1461.03,70.62,2337.89,,,,,,2337.89,,2337.89,2337.89,2337.89,1101.62
Active Total Throughput (tokens/sec),58.98,29.38,2367.26,,,,,,31.68,,58.89,61.06,61.06,176.65
Credit-to-Start Latency (ms),1.86,1.19,3.06,5.57,1.19,1.20,1.22,1.26,1.33,2.19,2.71,2.88,3.02,0.85
Decode Duration (ms),22974.11,20501.94,25443.70,68922.34,20551.44,20749.42,20996.89,21739.32,22976.69,24210.20,24950.30,25197.00,25394.36,2017.47
E2E Output Token Throughput (tokens/sec/user),29.99,29.26,31.39,89.96,29.26,29.27,29.27,29.29,29.32,30.35,30.97,31.18,31.34,0.99
Effective Concurrency,1.50,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.50
Effective Decode Concurrency,1.49,0.00,2.00,,,,,,1.00,,2.00,2.00,2.00,0.51
Effective Decode Throughput (tokens/sec),44.96,0.00,217.51,,,,,,33.67,,61.74,62.86,64.10,14.42
Effective Decode Throughput Per User (tokens/sec/user),30.50,0.00,217.51,,,,,,30.76,,32.75,33.12,33.74,3.42
Effective Latency (CO-aware) (ms),23163.61,20673.05,25714.95,69490.84,20721.65,20916.03,21159.01,21887.95,23102.84,24408.90,25192.53,25453.74,25662.71,2058.80
Effective Prefill Concurrency,0.01,0.00,2.00,,,,,,0.00,,0.00,0.00,0.00,0.13
Effective Prefill Throughput (tokens/sec),14.01,0.00,2337.89,,,,,,0.00,,0.00,0.00,0.00,177.40
Effective Prefill Throughput Per User (tokens/sec/user),13.80,0.00,2337.89,,,,,,0.00,,0.00,0.00,0.00,177.27
Effective Total Throughput (tokens/sec),58.97,0.00,2367.26,,,,,,31.68,,58.89,61.06,61.06,176.64
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,696.33,606.00,807.00,2089.00,607.40,613.00,620.00,641.00,676.00,741.50,780.80,793.90,804.38,83.31
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.63,0.00,0.96,1.88,0.02,0.09,0.19,0.46,0.93,0.94,0.95,0.95,0.96,0.44
HTTP Connection Overhead (ms),0.96,0.00,1.49,2.89,0.03,0.14,0.28,0.70,1.40,1.45,1.47,1.48,1.49,0.68
HTTP Connection Reused (ratio),0.33,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.80,0.90,0.98,0.47
HTTP Data Received (KB),174.56,151.90,202.26,523.68,152.25,153.66,155.42,160.71,169.53,185.89,195.71,198.98,201.60,20.86
HTTP Data Sent (KB),1.06,0.21,2.75,3.18,0.21,0.21,0.21,0.22,0.22,1.48,2.24,2.50,2.70,1.19
HTTP DNS Lookup (ms),0.34,0.00,0.53,1.01,0.01,0.05,0.10,0.24,0.48,0.51,0.52,0.53,0.53,0.24
HTTP Duration (excl. conn) (ms),23161.60,20671.66,25711.83,69484.80,20720.25,20914.63,21157.59,21886.49,23101.31,24406.57,25189.73,25450.78,25659.62,2058.08
HTTP Receiving (ms),22974.16,20501.98,25443.71,68922.48,20551.48,20749.46,20996.94,21739.39,22976.80,24210.25,24950.32,25197.02,25394.37,2017.45
HTTP Sending (ms),0.95,0.26,1.33,2.86,0.28,0.36,0.46,0.76,1.27,1.30,1.32,1.32,1.33,0.49
HTTP Total Time (ms),23162.57,20673.15,25711.83,69487.70,20721.74,20916.11,21159.07,21887.94,23102.72,24407.27,25190.01,25450.92,25659.65,2057.47
HTTP Waiting (TTFB) (ms),186.49,123.25,267.86,559.46,124.15,127.76,132.27,145.80,168.35,218.11,247.96,257.91,265.87,60.42
Input Sequence Length (tokens),216.67,11.00,627.00,650.00,11.02,11.10,11.20,11.50,12.00,319.50,504.00,565.50,614.70,290.15
Inter Chunk Latency (ms),33.04,4.60,152.45,68922.34,29.70,30.32,30.68,31.47,32.85,34.29,35.51,36.05,37.37,3.50
Inter Token Latency (ms),33.16,31.57,34.04,99.49,31.61,31.80,32.03,32.73,33.89,33.96,34.01,34.02,34.04,1.13
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),696.33,606.00,807.00,2089.00,607.40,613.00,620.00,641.00,676.00,741.50,780.80,793.90,804.38,83.31
Output Token Count (tokens),696.33,606.00,807.00,2089.00,607.40,613.00,620.00,641.00,676.00,741.50,780.80,793.90,804.38,83.31
