Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),71.46,0.00,21474.07,,,,,,77.44,,80.65,81.38,82.47,50.23
Active Decode Throughput Per User (tokens/sec/user),26.41,0.00,7158.02,,,,,,26.37,,27.38,27.73,28.28,16.51
Active Prefill Throughput (tokens/sec),367.82,130.29,367.89,,,,,,367.89,,367.89,367.89,367.89,3.62
Active Prefill Throughput Per User (tokens/sec/user),122.64,122.63,137.93,,,,,,122.63,,122.63,122.63,122.63,0.29
Active Total Throughput (tokens/sec),72.94,26.41,367.89,,,,,,78.88,,78.88,78.88,78.88,24.32
Credit-to-Start Latency (ms),1.32,1.27,1.38,3.95,1.27,1.27,1.27,1.28,1.30,1.34,1.37,1.38,1.38,0.05
Decode Duration (ms),23451.06,18831.42,25903.54,70353.18,18967.15,19510.10,20188.78,22224.82,25618.22,25760.88,25846.47,25875.00,25897.83,3268.66
E2E Output Token Throughput (tokens/sec/user),26.19,26.00,26.31,78.57,26.00,26.02,26.05,26.13,26.25,26.28,26.30,26.31,26.31,0.14
Effective Concurrency,2.72,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.48
Effective Decode Concurrency,2.70,0.00,3.00,,,,,,3.00,,3.00,3.00,3.00,0.51
Effective Decode Throughput (tokens/sec),71.08,0.00,21474.07,,,,,,77.40,,80.65,81.38,82.47,50.36
Effective Decode Throughput Per User (tokens/sec/user),26.27,0.00,7158.02,,,,,,26.37,,27.37,27.73,28.28,16.58
Effective Latency (CO-aware) (ms),23582.85,18963.22,26035.28,70748.54,19098.95,19641.90,20320.58,22356.63,25750.04,25892.66,25978.23,26006.76,26029.58,3268.65
Effective Prefill Concurrency,0.02,0.00,3.00,,,,,,0.00,,0.00,0.00,0.00,0.21
Effective Prefill Throughput (tokens/sec),1.84,0.00,367.89,,,,,,0.00,,0.00,0.00,0.00,25.97
Effective Prefill Throughput Per User (tokens/sec/user),0.61,0.00,137.93,,,,,,0.00,,0.00,0.00,0.00,8.66
Effective Total Throughput (tokens/sec),72.93,0.00,367.89,,,,,,78.88,,78.88,78.88,78.88,24.34
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,618.00,493.00,685.00,1854.00,496.66,511.30,529.60,584.50,676.00,680.50,683.20,684.10,684.82,88.46
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.02,0.89,1.15,3.07,0.89,0.90,0.92,0.96,1.03,1.09,1.13,1.14,1.15,0.11
HTTP Connection Overhead (ms),1.45,1.30,1.64,4.35,1.30,1.31,1.32,1.35,1.41,1.53,1.60,1.62,1.64,0.14
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),154.95,123.79,171.73,464.86,124.70,128.34,132.90,146.57,169.34,170.54,171.25,171.49,171.68,22.06
