Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),96.84,0.00,762.60,,,,,,100.43,,122.16,125.34,130.25,28.63
Active Decode Throughput Per User (tokens/sec/user),50.42,0.00,762.60,,,,,,50.87,,61.97,63.77,73.72,15.07
Active Prefill Throughput (tokens/sec),1804.04,86.16,3974.52,,,,,,1829.50,,3301.93,3473.01,3974.52,1088.69
Active Prefill Throughput Per User (tokens/sec/user),1802.13,86.16,3974.52,,,,,,1829.50,,3301.93,3473.01,3974.52,1091.62
Active Total Throughput (tokens/sec),263.23,49.16,4024.14,,,,,,102.66,,104.93,1727.05,3351.78,605.85
Credit-to-Start Latency (ms),1.31,0.62,3.29,65.61,0.69,0.81,0.90,1.00,1.18,1.43,1.86,2.04,3.09,0.49
Decode Duration (ms),2536.34,1230.81,4771.09,126816.80,1307.60,1497.04,1735.54,2025.95,2400.58,2993.53,3227.18,3607.64,4726.84,722.01
E2E Output Token Throughput (tokens/sec/user),49.39,45.30,63.09,2469.65,45.41,46.81,47.21,48.14,49.49,50.00,50.81,51.14,57.55,2.41
Effective Concurrency,1.97,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.17
Effective Decode Concurrency,1.88,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.33
Effective Decode Throughput (tokens/sec),96.64,0.00,762.60,,,,,,100.42,,122.13,125.34,130.25,28.94
Effective Decode Throughput Per User (tokens/sec/user),50.31,0.00,762.60,,,,,,50.85,,61.97,63.77,73.72,15.22
Effective Latency (CO-aware) (ms),2665.91,1371.69,4971.55,133295.55,1457.62,1612.78,1877.61,2215.17,2501.35,3130.20,3330.06,3728.75,4902.44,725.89
Effective Prefill Concurrency,0.09,0.00,2.00,,,,,,0.00,,0.00,1.00,1.00,0.30
Effective Prefill Throughput (tokens/sec),166.58,0.00,3974.52,,,,,,0.00,,0.00,1676.25,3301.93,618.23
Effective Prefill Throughput Per User (tokens/sec/user),166.40,0.00,3974.52,,,,,,0.00,,0.00,1676.25,3301.93,618.24
Effective Total Throughput (tokens/sec),263.22,0.00,4024.14,,,,,,102.66,,104.93,1727.05,3351.78,605.84
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,131.50,62.00,249.00,6575.00,67.88,79.60,89.50,105.50,128.00,154.25,168.10,181.85,244.59,36.22
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),34.06,16.28,64.19,1702.90,17.77,20.76,23.31,27.40,33.15,39.85,43.44,46.99,63.02,9.28
HTTP Data Sent (KB),1.16,0.15,3.80,58.12,0.15,0.15,0.16,0.20,0.87,1.74,2.50,3.22,3.78,0.97
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2664.47,1368.74,4970.25,133223.68,1455.48,1611.65,1876.31,2213.66,2500.10,3129.38,3328.13,3727.35,4901.29,725.97
HTTP Receiving (ms),2537.04,1230.81,4771.14,126851.83,1307.61,1497.04,1735.54,2025.95,2400.58,2993.53,3227.14,3607.65,4726.87,722.10
HTTP Sending (ms),0.25,0.11,0.41,12.58,0.11,0.13,0.14,0.19,0.27,0.30,0.33,0.34,0.38,0.07
HTTP Total Time (ms),2664.47,1368.74,4970.25,133223.68,1455.48,1611.65,1876.31,2213.66,2500.10,3129.38,3328.13,3727.35,4901.29,725.97
HTTP Waiting (TTFB) (ms),127.19,72.31,225.83,6359.27,73.11,78.81,79.51,90.60,123.29,150.42,177.52,193.03,212.60,36.96
Input Sequence Length (tokens),225.18,7.00,792.00,11259.00,7.00,8.00,9.00,15.25,169.50,352.00,522.90,657.60,769.95,207.06
Inter Chunk Latency (ms),19.44,1.40,114.05,126816.80,13.56,15.65,16.06,17.17,19.12,20.56,21.36,22.14,43.45,6.39
Inter Token Latency (ms),19.40,15.03,20.34,969.91,16.87,18.92,18.99,19.08,19.42,19.84,20.05,20.17,20.29,0.74
OSL Mismatch Diff % (%),-0.03,-0.85,0.00,-1.48,-0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15
Output Sequence Length (tokens),131.64,62.00,249.00,6582.00,67.88,79.60,89.50,105.50,128.00,154.25,168.10,182.40,245.08,36.33
Output Token Throughput Per User (tokens/sec/user),51.64,49.16,66.54,2582.07,49.28,49.58,49.88,50.39,51.49,52.41,52.65,52.84,60.02,2.37
Prefill Throughput Per User (tokens/sec/user),1484.52,86.16,3974.53,74225.76,86.75,90.78,107.23,187.60,1457.08,2243.59,3047.08,3320.09,3728.78,1098.01
Reasoning Token Count (tokens),131.64,62.00,249.00,6582.00,67.88,79.60,89.50,105.50,128.00,154.25,168.10,182.40,245.08,36.33
Request Latency (ms),2663.90,1368.80,4970.36,133195.10,1455.58,1611.81,1876.49,2209.14,2500.24,3129.46,3328.29,3727.48,4901.39,725.93
Time to First Token (ms),127.57,72.72,226.23,6378.30,73.52,79.13,79.99,91.01,123.80,150.67,177.73,193.47,213.02,36.96
Time to Second Token (ms),18.90,1.83,23.49,945.08,7.44,15.44,15.87,17.75,19.15,20.90,21.83,22.29,23.12,3.24
Tokens In Flight (tokens),598.32,0.00,1695.00,,,,,,541.00,,1164.00,1352.00,1628.00,373.08

Metric,Value
Benchmark Duration (sec),67.59
Input Token Throughput (tokens/sec),166.58
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),97.38
Request Count,50.00
Request Throughput (requests/sec),0.74
Total Input Sequence Length (tokens),11259.00
Total Output Sequence Length (tokens),6582.00
Total Reasoning Tokens (tokens),6582.00
Total Token Throughput (tokens/sec),263.96
