Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),109.06,0.00,288.94,,,,,,108.53,,133.45,135.89,170.60,21.05
Active Decode Throughput Per User (tokens/sec/user),109.06,0.00,288.94,,,,,,108.53,,133.45,135.89,170.60,21.05
Active Prefill Throughput (tokens/sec),88.05,6.84,463.91,,,,,,6.84,,463.91,463.91,463.91,168.62
Active Prefill Throughput Per User (tokens/sec/user),88.05,6.84,463.91,,,,,,6.84,,463.91,463.91,463.91,168.62
Active Total Throughput (tokens/sec),99.91,6.84,463.91,,,,,,102.79,,117.41,463.91,463.91,111.91
Credit-to-Start Latency (ms),1.14,0.37,1.66,3.43,0.39,0.47,0.58,0.89,1.40,1.53,1.61,1.63,1.65,0.56
Decode Duration (ms),1112.50,655.50,1634.42,3337.49,663.34,694.71,733.91,851.53,1047.57,1340.99,1517.05,1575.74,1622.68,402.27
E2E Output Token Throughput (tokens/sec/user),73.89,45.91,106.84,221.67,46.37,48.21,50.51,57.41,68.92,87.88,99.26,103.05,106.08,25.12
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.04
Effective Decode Concurrency,0.56,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.50
Effective Decode Throughput (tokens/sec),61.45,0.00,288.94,,,,,,88.40,,124.30,133.47,152.89,56.35
Effective Decode Throughput Per User (tokens/sec/user),61.45,0.00,288.94,,,,,,88.40,,124.30,133.47,152.89,56.35
Effective Latency (CO-aware) (ms),1973.00,1074.05,3682.93,5919.01,1075.81,1082.85,1091.64,1118.04,1162.04,2422.48,3178.75,3430.84,3632.51,1209.63
Effective Prefill Concurrency,0.44,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Prefill Throughput (tokens/sec),38.32,0.00,463.91,,,,,,0.00,,6.84,463.91,463.91,119.50
Effective Prefill Throughput Per User (tokens/sec/user),38.32,0.00,463.91,,,,,,0.00,,6.84,463.91,463.91,119.50
Effective Total Throughput (tokens/sec),99.77,0.00,463.91,,,,,,102.79,,117.41,463.91,463.91,111.89
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,40.00,23.00,59.00,120.00,23.30,24.50,26.00,30.50,38.00,48.50,54.80,56.90,58.58,14.76
HTTP Chunks Sent,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.46,0.00,1.37,1.37,0.00,0.00,0.00,0.00,0.00,0.69,1.10,1.24,1.35,0.65
HTTP Connection Overhead (ms),0.62,0.00,1.87,1.87,0.00,0.00,0.00,0.00,0.00,0.93,1.49,1.68,1.83,0.88
HTTP Connection Reused (ratio),0.67,0.00,1.00,2.00,0.02,0.10,0.20,0.50,1.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),11.86,7.00,17.27,35.57,7.09,7.43,7.86,9.15,11.29,14.28,16.07,16.67,17.15,4.21
HTTP Data Sent (KB),0.52,0.23,1.08,1.56,0.23,0.23,0.23,0.24,0.25,0.66,0.91,0.99,1.06,0.40
HTTP DNS Lookup (ms),0.16,0.00,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.25,0.39,0.44,0.48,0.23
HTTP Duration (excl. conn) (ms),1971.72,1073.62,3681.03,5915.16,1075.36,1082.31,1091.00,1117.07,1160.51,2420.77,3176.93,3428.98,3630.62,1209.19
HTTP Receiving (ms),1112.51,655.50,1634.46,3337.53,663.34,694.71,733.92,851.54,1047.57,1341.01,1517.08,1575.77,1622.72,402.29
HTTP Sending (ms),0.78,0.13,1.91,2.34,0.13,0.15,0.17,0.22,0.30,1.11,1.59,1.75,1.88,0.80
HTTP Total Time (ms),1972.34,1073.62,3682.90,5917.03,1075.36,1082.31,1091.00,1117.07,1160.51,2421.71,3178.42,3430.66,3632.45,1210.07
HTTP Waiting (TTFB) (ms),858.43,112.64,2044.66,2575.29,118.75,143.18,173.71,265.31,417.98,1231.32,1719.32,1881.99,2012.13,848.00
Input Sequence Length (tokens),75.67,14.00,194.00,227.00,14.10,14.50,15.00,16.50,19.00,106.50,159.00,176.50,190.50,83.70
Inter Chunk Latency (ms),28.53,10.02,47.53,3337.49,14.85,23.26,23.76,25.16,28.71,31.45,33.67,35.91,40.65,4.88
Inter Token Latency (ms),9.07,8.52,9.73,27.22,8.53,8.56,8.61,8.75,8.98,9.35,9.58,9.65,9.71,0.50
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),122.33,74.00,169.00,367.00,75.00,79.00,84.00,99.00,124.00,146.50,160.00,164.50,168.10,38.80
Output Token Throughput Per User (tokens/sec/user),110.52,102.79,117.41,331.57,102.96,103.65,104.50,107.08,111.37,114.39,116.21,116.81,117.29,6.00
Prefill Throughput Per User (tokens/sec/user),212.93,6.84,463.91,638.80,10.06,22.96,39.08,87.44,168.04,315.98,404.74,434.33,458.00,189.28
Reasoning Token Count (tokens),122.33,74.00,169.00,367.00,75.00,79.00,84.00,99.00,124.00,146.50,160.00,164.50,168.10,38.80
Request Latency (ms),1971.86,1073.68,3681.27,5915.58,1075.42,1082.37,1091.07,1117.16,1160.63,2420.95,3177.15,3429.21,3630.86,1209.26
Time to First Token (ms),859.37,113.07,2046.85,2578.10,119.17,143.58,174.09,265.62,418.18,1232.52,1721.12,1883.99,2014.28,848.87
Time to Second Token (ms),18.57,10.02,26.23,55.71,10.21,10.97,11.91,14.74,19.45,22.84,24.88,25.55,26.10,6.65
Tokens In Flight (tokens),85.74,0.00,268.00,,,,,,59.89,,201.64,234.82,261.36,77.17

Metric,Value
Benchmark Duration (sec),5.92
Input Token Throughput (tokens/sec),38.32
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),61.96
Request Count,3.00
Request Throughput (requests/sec),0.51
Total Input Sequence Length (tokens),227.00
Total Output Sequence Length (tokens),367.00
Total Reasoning Tokens (tokens),367.00
Total Token Throughput (tokens/sec),100.28
