Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),103.42,0.00,1921.82,,,,,,102.13,,122.16,129.07,149.23,20.40
Active Decode Throughput Per User (tokens/sec/user),103.42,0.00,1921.82,,,,,,102.13,,122.16,129.07,149.23,20.40
Active Prefill Throughput (tokens/sec),2411.22,18.20,4076.08,,,,,,2583.27,,3964.16,4005.32,4076.08,1372.57
Active Prefill Throughput Per User (tokens/sec/user),2411.22,18.20,4076.08,,,,,,2583.27,,3964.16,4005.32,4076.08,1372.57
Active Total Throughput (tokens/sec),329.97,18.20,4076.08,,,,,,102.67,,138.30,2583.27,3964.16,810.28
Credit-to-Start Latency (ms),1.28,0.40,4.54,64.22,0.49,0.59,0.65,0.85,1.07,1.39,1.79,2.89,4.35,0.79
Decode Duration (ms),1837.56,54.97,6555.62,91878.13,120.50,217.40,264.24,798.74,1549.49,2390.91,3772.61,4218.76,6260.51,1388.86
E2E Output Token Throughput (tokens/sec/user),92.89,51.70,125.33,4644.53,60.22,71.63,78.57,85.42,93.00,103.22,108.10,109.51,119.49,13.33
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.04
Effective Decode Concurrency,0.90,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.30
Effective Decode Throughput (tokens/sec),93.15,0.00,1921.82,,,,,,100.43,,120.70,128.00,147.24,36.49
Effective Decode Throughput Per User (tokens/sec/user),93.15,0.00,1921.82,,,,,,100.43,,120.70,128.00,147.24,36.49
Effective Latency (CO-aware) (ms),2038.87,136.76,6711.49,101943.53,204.43,334.72,547.51,977.55,1810.35,2632.73,3912.52,4390.24,6386.18,1387.95
Effective Prefill Concurrency,0.10,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.30
Effective Prefill Throughput (tokens/sec),236.39,0.00,4076.08,,,,,,0.00,,0.00,2583.27,3964.16,835.95
Effective Prefill Throughput Per User (tokens/sec/user),236.39,0.00,4076.08,,,,,,0.00,,0.00,2583.27,3964.16,835.95
