Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),29.88,0.00,555.37,,,,,,29.31,,32.23,33.02,33.86,6.75
Active Decode Throughput Per User (tokens/sec/user),29.88,0.00,555.37,,,,,,29.31,,32.23,33.02,33.86,6.75
Active Prefill Throughput (tokens/sec),1699.83,55.36,3248.13,,,,,,1720.85,,2912.99,3157.33,3248.13,956.66
Active Prefill Throughput Per User (tokens/sec/user),1699.83,55.36,3248.13,,,,,,1720.85,,2912.99,3157.33,3248.13,956.66
Active Total Throughput (tokens/sec),95.61,27.97,3248.13,,,,,,29.44,,32.48,33.30,2510.91,376.15
Credit-to-Start Latency (ms),0.73,0.27,1.62,145.34,0.30,0.37,0.40,0.55,0.66,0.91,1.07,1.22,1.48,0.27
Decode Duration (ms),4273.23,954.97,8868.03,854645.90,1622.84,2458.24,2758.06,3519.35,4220.44,4951.66,5770.02,6587.79,7107.28,1235.74
E2E Output Token Throughput (tokens/sec/user),28.94,26.49,32.97,5787.80,26.54,27.10,27.45,27.91,28.63,30.00,30.89,31.52,32.24,1.39
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.96,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.20
Effective Decode Throughput (tokens/sec),28.69,0.00,555.37,,,,,,29.24,,32.17,32.98,33.85,8.82
Effective Decode Throughput Per User (tokens/sec/user),28.69,0.00,555.37,,,,,,29.24,,32.17,32.98,33.85,8.82
Effective Latency (CO-aware) (ms),4449.07,1057.16,9063.87,889813.05,1752.79,2624.96,2971.33,3750.80,4368.52,5173.29,5926.22,6688.63,7241.18,1237.42
Effective Prefill Concurrency,0.04,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.19
Effective Prefill Throughput (tokens/sec),66.89,0.00,3248.13,,,,,,0.00,,0.00,0.00,2510.91,381.10
Effective Prefill Throughput Per User (tokens/sec/user),66.89,0.00,3248.13,,,,,,0.00,,0.00,0.00,2510.91,381.10
Effective Total Throughput (tokens/sec),95.58,0.00,3248.13,,,,,,29.44,,32.48,33.30,2510.91,376.08
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,128.66,29.00,249.00,25733.00,48.99,72.00,85.00,107.75,127.50,148.00,172.00,193.05,210.31,35.66
HTTP Chunks Sent,1.00,1.00,1.00,200.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,200.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),32.82,7.67,63.14,6564.66,12.71,18.54,21.82,27.59,32.53,37.73,43.73,49.00,53.36,8.99
HTTP Data Sent (KB),1.58,0.15,5.85,316.66,0.16,0.17,0.18,0.22,1.19,2.41,3.65,4.31,5.18,1.38
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4448.28,1056.21,9063.10,889655.56,1751.57,2624.52,2970.80,3750.12,4367.44,5172.56,5925.62,6687.53,7240.45,1237.42
HTTP Receiving (ms),4273.24,955.00,8868.05,854648.74,1622.86,2458.26,2758.06,3519.36,4220.45,4951.67,5770.03,6587.80,7107.30,1235.74
HTTP Sending (ms),0.12,0.08,0.17,23.81,0.09,0.09,0.09,0.10,0.10,0.14,0.15,0.15,0.17,0.02
HTTP Total Time (ms),4448.28,1056.21,9063.10,889655.56,1751.57,2624.52,2970.80,3750.12,4367.44,5172.56,5925.62,6687.53,7240.45,1237.42
HTTP Waiting (TTFB) (ms),174.92,85.37,355.42,34983.01,86.52,90.90,93.28,98.98,173.18,215.66,265.34,289.04,320.56,65.34
Input Sequence Length (tokens),297.65,5.00,1155.00,59531.00,6.00,7.00,9.00,14.00,216.50,460.50,709.50,838.95,1017.08,281.93
