Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),18.69,0.00,44.98,,,,,,19.78,,23.47,24.79,26.95,5.58
Active Decode Throughput Per User (tokens/sec/user),10.02,0.00,28.26,,,,,,10.07,,11.84,12.61,13.65,1.91
Active Prefill Throughput (tokens/sec),200.77,5.68,730.28,,,,,,154.96,,502.28,609.89,730.28,196.61
Active Prefill Throughput Per User (tokens/sec/user),200.55,5.68,730.28,,,,,,154.96,,502.28,609.89,730.28,196.80
Active Total Throughput (tokens/sec),53.06,7.49,740.79,,,,,,20.85,,126.97,271.38,618.87,108.41
Credit-to-Start Latency (ms),1.35,0.63,2.40,67.61,0.70,0.87,0.93,1.08,1.30,1.64,1.90,2.07,2.40,0.40
Decode Duration (ms),11729.82,1091.04,24465.50,586490.93,1110.43,3636.06,5199.66,8700.97,11497.69,14249.71,17358.23,19731.82,24439.64,5079.98
E2E Output Token Throughput (tokens/sec/user),9.49,6.86,14.38,474.73,6.88,7.40,7.91,8.50,9.14,10.61,11.45,12.07,13.55,1.54
Effective Concurrency,2.00,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.05
Effective Decode Concurrency,1.82,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.39
Effective Decode Throughput (tokens/sec),18.64,0.00,44.98,,,,,,19.78,,23.47,24.79,26.95,5.65
Effective Decode Throughput Per User (tokens/sec/user),10.00,0.00,28.26,,,,,,10.07,,11.84,12.61,13.65,1.97
Effective Latency (CO-aware) (ms),12849.35,2185.23,25560.89,642467.54,2328.58,4420.32,6576.84,9773.81,12720.96,15365.41,18524.68,20808.11,25550.21,5101.31
Effective Prefill Concurrency,0.17,0.00,2.00,,,,,,0.00,,1.00,1.00,1.00,0.39
Effective Prefill Throughput (tokens/sec),34.42,0.00,730.28,,,,,,0.00,,117.62,262.32,609.89,111.14
Effective Prefill Throughput Per User (tokens/sec/user),34.38,0.00,730.28,,,,,,0.00,,117.62,262.32,609.89,111.15
Effective Total Throughput (tokens/sec),53.06,0.00,740.79,,,,,,20.85,,126.97,271.38,618.87,108.41
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,43.54,6.00,90.00,2177.00,6.00,11.70,21.00,31.00,43.00,53.75,63.30,71.75,89.51,18.29
HTTP Chunks Sent,1.00,1.00,1.00,50.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,1.16,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.16
HTTP Connection Overhead (ms),0.02,0.00,1.16,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.16
HTTP Connection Reused (ratio),0.98,0.00,1.00,49.00,0.49,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14
HTTP Data Received (KB),11.90,1.98,24.16,595.08,1.98,3.44,6.42,8.63,11.96,14.49,17.04,19.24,24.03,4.81
HTTP Data Sent (KB),1.50,0.17,6.28,75.07,0.17,0.17,0.18,0.22,1.07,1.99,3.78,4.86,5.93,1.52
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),12847.86,2183.79,25559.42,642393.17,2327.11,4418.02,6575.71,9772.27,12719.77,15364.02,18523.43,20806.44,25548.92,5101.37
HTTP Receiving (ms),12030.82,1398.52,24737.15,601541.05,1515.94,3902.89,5717.36,8971.42,11900.62,14525.18,17657.35,20023.13,24713.52,5072.29
HTTP Sending (ms),0.31,0.13,1.70,15.26,0.14,0.19,0.23,0.26,0.27,0.30,0.34,0.36,1.07,0.21
HTTP Total Time (ms),12847.89,2183.79,25559.42,642394.33,2327.11,4418.66,6575.71,9772.27,12719.77,15364.02,18523.43,20806.44,25548.92,5101.33
HTTP Waiting (TTFB) (ms),816.74,513.15,1210.99,40836.86,514.17,762.90,781.05,785.38,820.90,848.48,865.53,874.54,1053.55,88.55
Input Sequence Length (tokens),221.36,6.00,943.00,11068.00,6.49,8.00,8.90,15.25,161.00,305.75,554.60,765.75,880.77,241.40
Inter Chunk Latency (ms),282.37,231.51,821.38,586490.93,239.95,268.86,269.62,271.12,273.58,275.77,277.49,311.28,539.92,47.60
Inter Token Latency (ms),96.46,55.30,133.49,4823.12,61.62,71.30,75.78,83.85,100.39,108.21,112.02,116.52,128.85,15.99
OSL Mismatch Diff % (%),-6.24,-91.33,-1.20,-312.08,-91.28,-8.44,-4.13,-2.88,-2.41,-1.95,-1.78,-1.65,-1.22,17.41
Output Sequence Length (tokens),120.88,17.00,246.00,6044.00,17.00,35.00,69.80,101.00,121.50,151.25,165.10,179.40,242.08,45.67
Output Token Count (tokens),88.50,17.00,175.00,531.00,17.00,17.00,17.00,36.50,103.00,114.75,145.50,160.25,172.05,56.29
Output Token Throughput Per User (tokens/sec/user),10.69,7.49,18.08,534.56,7.77,8.58,8.93,9.24,9.96,11.93,13.20,14.03,16.41,2.01
Prefill Throughput Per User (tokens/sec/user),186.34,5.68,730.28,9317.08,6.14,7.44,10.05,14.69,145.56,273.64,480.41,576.99,704.24,192.15
Reasoning Token Count (tokens),125.30,26.00,246.00,5513.00,34.60,60.80,75.70,101.00,122.50,152.00,163.80,180.45,242.56,42.14
Request Latency (ms),12848.00,2183.94,25559.57,642399.93,2327.26,4418.19,6575.83,9772.41,12719.91,15364.16,18523.59,20806.57,25549.07,5101.37
Time to First Output Token (ms),1337.55,1053.32,1412.30,8025.29,1069.26,1133.01,1212.71,1375.42,1389.00,1405.33,1410.93,1411.62,1412.17,127.85
Time to First Token (ms),1118.18,781.76,1514.59,55909.00,782.16,1035.08,1053.31,1055.32,1095.15,1125.26,1373.43,1401.94,1464.47,130.02
Time to Second Token (ms),272.30,235.66,278.24,13614.77,251.95,269.34,269.61,270.84,272.65,275.50,276.37,276.86,278.04,5.81
Tokens In Flight (tokens),577.54,0.00,1490.61,,,,,,541.91,,986.14,1194.98,1433.50,320.89

Metric,Value
Benchmark Duration (sec),321.54
Input Token Throughput (tokens/sec),34.42
OSL Mismatch Count,4.00
Output Token Throughput (tokens/sec),18.80
Request Count,50.00
Request Throughput (requests/sec),0.16
Total Input Sequence Length (tokens),11068.00
Total Output Sequence Length (tokens),6044.00
Total Output Tokens (tokens),531.00
Total Reasoning Tokens (tokens),5513.00
Total Token Throughput (tokens/sec),53.22
